|            JD |          Tempo |              BC |            432s |             430 |             423 |            405 | 
| 2454383.43049 |  710.833810993 |   710.834422569 |   710.833759269 |   710.833756939 |   710.833744691 |  710.833751214 |
| 2454384.35113 |  193.735932405 |   193.736424064 |   193.735871061 |   193.735868731 |   193.735856682 |  193.735861741 |
| 2454385.27177 |  -390.02091314 |  -390.020175651 |  -390.020967406 |   -390.02096977 |  -390.020981619 | -390.020978024 |
| 2454386.19241 | -1005.47250387 |  -1005.47176938 |  -1005.47250363 |    -1005.472506 |  -1005.47251761 | -1005.47251548 |
| 2454387.11305 | -1610.44607238 |  -1610.44514602 |  -1610.44601853 |  -1610.44602089 |  -1610.44603231 | -1610.44603164 |
|  2454388.0337 | -2165.16164778 |  -2165.16077838 |  -2165.16157479 |  -2165.16157715 |  -2165.16158834 | -2165.16158917 |
| 2454388.95434 | -2641.28688814 |  -2641.28587784 |  -2641.28681602 |  -2641.28681839 |  -2641.28682937 |  -2641.2868316 |
| 2454389.87498 |  -3028.3757351 |  -3028.37491367 |  -3028.37566575 |  -3028.37566814 |  -3028.37567889 | -3028.37568255 |
| 2454390.79562 | -3336.21919451 |  -3336.21806429 |  -3336.21913503 |  -3336.21913742 |  -3336.21914794 |  -3336.2191529 |
| 2454391.71626 | -3592.57131763 |  -3592.57056515 |   -3592.5712748 |  -3592.57127719 |  -3592.57128751 | -3592.57129387 |
|  2454392.6369 | -3836.77070591 |  -3836.77013031 |  -3836.77067506 |  -3836.77067749 |  -3836.77068754 |  -3836.7706952 |
| 2454393.55754 | -4110.71644922 |  -4110.71582265 |  -4110.71644051 |  -4110.71644294 |  -4110.71645275 | -4110.71646164 |
| 2454394.47818 | -4449.26260459 |  -4449.26211893 |  -4449.26261382 |  -4449.26261625 |  -4449.26262584 | -4449.26263592 |
| 2454395.39882 | -4872.22821759 |  -4872.22790881 |  -4872.22824475 |  -4872.22824718 |  -4872.22825654 | -4872.22826775 |
| 2454396.31946 | -5379.85067887 |  -5379.85005531 |  -5379.85071895 |  -5379.85072141 |  -5379.85073053 | -5379.85074281 |
|  2454397.2401 | -5952.72190438 |  -5952.72135576 |  -5952.72193677 |  -5952.72193923 |  -5952.72194812 |  -5952.7219614 |
| 2454398.16074 |   -6556.220497 |  -6556.21966357 |  -6556.22047455 |  -6556.22047701 |  -6556.22048567 | -6556.22049994 |
| 2454399.08138 | -7148.42342244 |    -7148.422622 |  -7148.42334349 |  -7148.42334598 |  -7148.42335437 | -7148.42336958 |
| 2454400.00203 | -7689.68475002 |  -7689.68370375 |  -7689.68465264 |  -7689.68465517 |  -7689.68466333 | -7689.68467944 |
| 2454400.92267 | -8151.68983156 |  -8151.68897715 |  -8151.68973561 |  -8151.68973814 |  -8151.68974607 | -8151.68976307 |
| 2454401.84331 | -8523.91644644 |  -8523.91571494 |  -8523.91635488 |  -8523.91635741 |   -8523.9163651 | -8523.91638304 |
| 2454402.76395 | -8816.02905209 |  -8816.02827562 |  -8816.02896841 |  -8816.02897094 |  -8816.02897837 | -8816.02899727 |
| 2454403.68459 | -9055.66055965 |  -9055.65983115 |  -9055.66048659 |  -9055.66048912 |  -9055.66049631 | -9055.66051622 |
| 2454404.60523 |  -9282.0869739 |  -9282.08636532 |  -9282.08691743 |  -9282.08691999 |  -9282.08692692 | -9282.08694789 |
| 2454405.52587 | -9537.23707916 |  -9537.23655452 |  -9537.23704459 |  -9537.23704712 |  -9537.23705377 | -9537.23707591 |
| 2454406.44651 | -9856.08904953 |  -9856.08869578 |  -9856.08903455 |  -9856.08903708 |  -9856.08904347 | -9856.08906677 |
| 2454407.36715 | -10258.6482696 |  -10258.6478409 |  -10258.6482746 |  -10258.6482771 |  -10258.6482832 | -10258.6483077 |
| 2454408.28779 | -10745.3412301 |  -10745.3407564 |  -10745.3412523 |  -10745.3412548 |  -10745.3412607 | -10745.3412865 |
| 2454409.20843 | -11296.8804024 |  -11296.8797039 |  -11296.8804138 |  -11296.8804164 |  -11296.8804219 |  -11296.880449 |
| 2454410.12907 | -11878.6329405 |  -11878.6320501 |  -11878.6328978 |  -11878.6329003 |  -11878.6329056 | -11878.6329341 |
| 2454411.04971 | -12448.4962104 |  -12448.4954459 |  -12448.4961153 |  -12448.4961178 |  -12448.4961228 | -12448.4961526 |
| 2454411.97036 | -12966.4807282 |  -12966.4797389 |   -12966.480614 |  -12966.4806165 |  -12966.4806213 | -12966.4806524 |
|   2454412.891 |  -13403.810582 |  -13403.8096197 |  -13403.8104628 |  -13403.8104653 |  -13403.8104698 | -13403.8105022 |
| 2454413.81164 |  -13749.461306 |  -13749.4604426 |  -13749.4611886 |  -13749.4611911 |  -13749.4611953 | -13749.4612291 |
| 2454414.73228 | -14012.6408816 |  -14012.6401771 |  -14012.6407723 |  -14012.6407748 |  -14012.6407787 | -14012.6408138 |
| 2454415.65292 | -14220.6468031 |  -14220.6461076 |  -14220.6467046 |   -14220.646707 |  -14220.6467107 | -14220.6467471 |
| 2454416.57356 | -14412.5891402 |  -14412.5886065 |   -14412.589057 |  -14412.5890595 |  -14412.5890628 | -14412.5891005 |
|  2454417.4942 | -14630.4145747 |  -14630.4140051 |  -14630.4145316 |  -14630.4145341 |  -14630.4145372 |  -14630.414576 |
| 2454418.41484 | -14909.2835188 |   -14909.283285 |  -14909.2834759 |  -14909.2834784 |  -14909.2834812 | -14909.2835212 |
| 2454419.33548 | -15269.4999382 |  -15269.4996204 |  -15269.4999164 |  -15269.4999188 |  -15269.4999214 | -15269.4999625 |
| 2454420.25612 | -15711.8397647 |  -15711.8390482 |   -15711.839753 |  -15711.8397554 |  -15711.8397577 | -15711.8397999 |
| 2454421.17676 | -16217.3457152 |  -16217.3450526 |  -16217.3456997 |  -16217.3457021 |  -16217.3457041 | -16217.3457473 |
|  2454422.0974 | -16751.6367542 |  -16751.6358788 |  -16751.6366952 |  -16751.6366976 |  -16751.6366993 | -16751.6367433 |
| 2454423.01804 | -17272.7478735 |  -17272.7472289 |  -17272.7477692 |  -17272.7477716 |  -17272.7477731 |  -17272.747818 |
| 2454423.93869 | -17740.7091027 |  -17740.7079544 |  -17740.7089752 |  -17740.7089776 |  -17740.7089788 | -17740.7090245 |
| 2454424.85933 | -18126.6746363 |  -18126.6737609 |  -18126.6744974 |  -18126.6744997 |  -18126.6745007 | -18126.6745471 |
| 2454425.77997 | -18419.5147363 |  -18419.5140168 |  -18419.5145949 |  -18419.5145972 |  -18419.5145979 |  -18419.514645 |
| 2454426.70061 | -18628.3615247 |  -18628.3608891 |  -18628.3613886 |   -18628.361391 |  -18628.3613913 | -18628.3614391 |
| 2454427.62125 | -18780.5233123 |  -18780.5227576 |  -18780.5231887 |  -18780.5231911 |  -18780.5231912 | -18780.5232395 |
| 2454428.54189 | -18915.2408093 |  -18915.2403116 |  -18915.2407025 |  -18915.2407048 |  -18915.2407047 | -18915.2407536 |
| 2454429.46253 | -19074.7110064 |  -19074.7106556 |  -19074.7109426 |   -19074.710945 |  -19074.7109445 | -19074.7109941 |
| 2454430.38317 | -19294.4323554 |  -19294.4317888 |  -19294.4323068 |  -19294.4323091 |  -19294.4323084 | -19294.4323586 |
| 2454431.30381 | -19595.0809038 |  -19595.0804961 |  -19595.0808744 |  -19595.0808767 |  -19595.0808757 | -19595.0809266 |
| 2454432.22445 | -19977.7763192 |  -19977.7757916 |  -19977.7762897 |   -19977.776292 |  -19977.7762907 | -19977.7763423 |
| 2454433.14509 | -20423.8175843 |  -20423.8167659 |  -20423.8175507 |  -20423.8175531 |  -20423.8175515 | -20423.8176038 |
| 2454434.06573 | -20898.9455531 |  -20898.9447316 |  -20898.9454812 |  -20898.9454835 |  -20898.9454817 | -20898.9455349 |
| 2454434.98637 | -21361.1549761 |  -21361.1541907 |  -21361.1548637 |  -21361.1548659 |  -21361.1548638 | -21361.1549179 |
| 2454435.90702 | -21770.2700187 |  -21770.2690713 |  -21770.2698821 |  -21770.2698844 |   -21770.269882 | -21770.2699369 |
| 2454436.82766 | -22097.0959948 |  -22097.0950474 |  -22097.0958432 |  -22097.0958455 |  -22097.0958428 | -22097.0958986 |
|  2454437.7483 | -22330.0576358 |  -22330.0567334 |  -22330.0574755 |  -22330.0574777 |  -22330.0574747 | -22330.0575316 |
| 2454438.66894 |  -22477.808529 |  -22477.8077135 |  -22477.8083719 |  -22477.8083741 |  -22477.8083709 | -22477.8084286 |
| 2454439.58958 |  -22567.216722 |  -22567.2162033 |  -22567.2165764 |  -22567.2165786 |  -22567.2165751 | -22567.2166338 |
| 2454440.51022 |  -22637.187751 |  -22637.1873733 |  -22637.1876287 |  -22637.1876308 |   -22637.187627 | -22637.1876866 |
| 2454441.43086 | -22729.7375291 |  -22729.7368786 |    -22729.73744 |   -22729.737442 |   -22729.737438 | -22729.7374985 |
|  2454442.3515 | -22880.3559252 |  -22880.3559342 |  -22880.3558605 |  -22880.3558626 |  -22880.3558583 | -22880.3559196 |
| 2454443.27214 | -23109.8638732 |  -23109.8632496 |  -23109.8638273 |  -23109.8638294 |  -23109.8638248 | -23109.8638869 |
| 2454444.19278 | -23419.6256056 |  -23419.6248891 |  -23419.6255525 |  -23419.6255545 |  -23419.6255496 | -23419.6256126 |
| 2454445.11342 | -23791.2103798 |  -23791.2097952 |  -23791.2103112 |  -23791.2103132 |  -23791.2103081 | -23791.2103718 |
| 2454446.03406 |  -24190.581409 |  -24190.5803987 |  -24190.5812988 |  -24190.5813008 |  -24190.5812954 | -24190.5813597 |
|  2454446.9547 |  -24575.854386 |  -24575.8536755 |  -24575.8542469 |  -24575.8542488 |  -24575.8542432 | -24575.8543081 |
| 2454447.87535 | -24906.8525618 |  -24906.8515215 |  -24906.8524079 |  -24906.8524098 |  -24906.8524039 | -24906.8524694 |
| 2454448.79599 | -25154.2745121 |  -25154.2736667 |  -25154.2743469 |  -25154.2743488 |  -25154.2743427 | -25154.2744086 |
| 2454449.71663 |  -25306.379513 |  -25306.3789404 |  -25306.3793386 |  -25306.3793405 |  -25306.3793341 | -25306.3794004 |
| 2454450.63727 | -25371.6629063 |  -25371.6621898 |  -25371.6627341 |  -25371.6627359 |  -25371.6627293 |  -25371.662796 |
| 2454451.55791 | -25376.9105454 |  -25376.9101317 |  -25376.9103862 |  -25376.9103881 |  -25376.9103811 | -25376.9104481 |
| 2454452.47855 | -25361.0774114 |  -25361.0769558 |  -25361.0772584 |  -25361.0772602 |  -25361.0772531 | -25361.0773202 |
| 2454453.39919 |  -25366.389449 |  -25366.3895449 |  -25366.3893319 |  -25366.3893337 |  -25366.3893263 | -25366.3893936 |
| 2454454.31983 |  -25428.701878 |  -25428.7012484 |  -25428.7017975 |  -25428.7017993 |  -25428.7017917 | -25428.7018591 |
| 2454455.24047 | -25569.3155162 |  -25569.3150935 |  -25569.3154604 |  -25569.3154621 |  -25569.3154543 | -25569.3155217 |
| 2454456.16111 | -25790.1192809 |  -25790.1189152 |  -25790.1192417 |  -25790.1192435 |  -25790.1192354 | -25790.1193029 |
| 2454457.08175 | -26073.1667652 |  -26073.1660637 |  -26073.1666803 |   -26073.166682 |  -26073.1666737 | -26073.1667413 |
| 2454458.00239 | -26384.7824682 |  -26384.7817157 |  -26384.7823353 |   -26384.782337 |  -26384.7823284 | -26384.7823961 |
| 2454458.92303 |  -26683.260675 |  -26683.2599915 |  -26683.2605191 |  -26683.2605208 |  -26683.2605119 | -26683.2605798 |
| 2454459.84368 | -26928.3985216 |  -26928.3976103 |  -26928.3983596 |  -26928.3983612 |  -26928.3983522 | -26928.3984202 |
| 2454460.76432 | -27090.6851519 |  -27090.6847352 |  -27090.6849823 |  -27090.6849839 |  -27090.6849747 | -27090.6850429 |
| 2454461.68496 | -27158.0449287 |  -27158.0440593 |    -27158.04475 |  -27158.0447516 |  -27158.0447421 | -27158.0448106 |
|  2454462.6056 | -27138.5907965 |   -27138.590107 |  -27138.5906208 |  -27138.5906223 |  -27138.5906126 | -27138.5906814 |
| 2454463.52624 | -27058.7567785 |  -27058.7564487 |  -27058.7566163 |  -27058.7566178 |  -27058.7566078 |  -27058.756677 |
| 2454464.44688 | -26957.2366914 |  -26957.2365235 |  -26957.2365452 |  -26957.2365467 |  -26957.2365366 | -26957.2366061 |
| 2454465.36752 | -26876.1163808 |  -26876.1158382 |  -26876.1162666 |   -26876.116268 |  -26876.1162577 | -26876.1163276 |
| 2454466.28816 |   -26851.22893 |   -26851.228894 |  -26851.2288499 |  -26851.2288513 |  -26851.2288407 |  -26851.228911 |
|  2454467.2088 | -26903.9392584 |  -26903.9387128 |     -26903.9392 |  -26903.9392014 |  -26903.9391905 | -26903.9392612 |
| 2454468.12944 | -27036.2373763 |  -27036.2369686 |  -27036.2373325 |  -27036.2373338 |  -27036.2373228 | -27036.2373937 |
| 2454469.05008 | -27230.2625305 |  -27230.2619699 |  -27230.2624549 |  -27230.2624561 |  -27230.2624449 | -27230.2625162 |
| 2454469.97072 | -27452.3669718 |  -27452.3660754 |   -27452.366857 |  -27452.3668582 |  -27452.3668467 | -27452.3669183 |
| 2454470.89136 |  -27660.790786 |  -27660.7898447 |  -27660.7906455 |  -27660.7906467 |   -27660.790635 | -27660.7907068 |
| 2454471.81201 | -27815.1931445 |  -27815.1921372 |   -27815.192989 |  -27815.1929902 |  -27815.1929783 | -27815.1930503 |
| 2454472.73265 | -27885.8616017 |  -27885.8610501 |  -27885.8614309 |   -27885.861432 |  -27885.8614199 |  -27885.861492 |
| 2454473.65329 |  -27860.494459 |  -27860.4938415 |  -27860.4942785 |  -27860.4942796 |  -27860.4942673 | -27860.4943395 |
| 2454474.57393 | -27747.0061833 |  -27747.0057306 |  -27747.0060011 |  -27747.0060022 |  -27747.0059898 | -27747.0060619 |
| 2454475.49457 |   -27571.71482 |  -27571.7143074 |  -27571.7146595 |  -27571.7146605 |  -27571.7146479 |   -27571.71472 |
| 2454476.41521 | -27373.3260937 |   -27373.325629 |  -27373.3259504 |  -27373.3259513 |  -27373.3259386 | -27373.3260105 |
| 2454477.33585 | -27194.0893837 |  -27194.0895695 |  -27194.0892689 |  -27194.0892698 |  -27194.0892568 | -27194.0893286 |
| 2454478.25649 | -27070.1477856 |  -27070.1475068 |  -27070.1477022 |  -27070.1477031 |    -27070.14769 | -27070.1477614 |
| 2454479.17713 | -27023.2881379 |   -27023.287967 |  -27023.2880844 |  -27023.2880853 |   -27023.288072 | -27023.2881432 |
| 2454480.09777 | -27055.9771778 |  -27055.9770458 |  -27055.9771362 |  -27055.9771371 |  -27055.9771236 | -27055.9771943 |
| 2454481.01841 | -27150.8182187 |  -27150.8175321 |   -27150.818161 |  -27150.8181618 |  -27150.8181483 | -27150.8182186 |
| 2454481.93905 | -27274.5518716 |  -27274.5510922 |   -27274.551774 |  -27274.5517748 |   -27274.551761 | -27274.5518308 |
| 2454482.85969 | -27385.6848009 |  -27385.6841534 |  -27385.6846771 |  -27385.6846778 |  -27385.6846639 | -27385.6847333 |
| 2454483.78034 | -27444.0008316 |  -27444.0000371 |  -27444.0006856 |  -27444.0006863 |  -27444.0006723 | -27444.0007411 |
| 2454484.70098 | -27419.7780956 |  -27419.7776219 |  -27419.7779297 |  -27419.7779304 |  -27419.7779163 | -27419.7779846 |
| 2454485.62162 | -27300.6037463 |  -27300.6029638 |  -27300.6035709 |  -27300.6035715 |  -27300.6035572 | -27300.6036251 |
| 2454486.54226 | -27094.2279103 |  -27094.2274516 |  -27094.2277396 |  -27094.2277402 |  -27094.2277258 | -27094.2277933 |
|  2454487.4629 | -26826.8049254 |  -26826.8046106 |  -26826.8047825 |  -26826.8047831 |  -26826.8047685 | -26826.8048356 |
| 2454488.38354 | -26536.9248112 |  -26536.9248082 |  -26536.9246901 |  -26536.9246907 |  -26536.9246759 | -26536.9247427 |
| 2454489.30418 | -26266.7995391 |  -26266.7994132 |  -26266.7994441 |  -26266.7994446 |  -26266.7994297 | -26266.7994962 |
| 2454490.22482 | -26052.6186094 |  -26052.6186664 |  -26052.6185428 |  -26052.6185433 |  -26052.6185283 | -26052.6185946 |
| 2454491.14546 | -25916.2775684 |  -25916.2773525 |  -25916.2775236 |   -25916.277524 |   -25916.277509 |  -25916.277575 |
|  2454492.0661 | -25860.3699534 |  -25860.3695487 |  -25860.3699151 |  -25860.3699154 |  -25860.3699002 | -25860.3699661 |
| 2454492.98674 | -25867.5880444 |  -25867.5875378 |  -25867.5879852 |  -25867.5879856 |  -25867.5879702 | -25867.5880359 |
| 2454493.90738 | -25904.6707376 |  -25904.6697873 |  -25904.6706481 |  -25904.6706484 |   -25904.670633 | -25904.6706985 |
| 2454494.82802 | -25929.9976931 |  -25929.9967788 |  -25929.9975884 |  -25929.9975886 |  -25929.9975731 | -25929.9976384 |
| 2454495.74867 | -25903.0951394 |  -25903.0940691 |  -25903.0950091 |  -25903.0950093 |  -25903.0949936 | -25903.0950588 |
| 2454496.66931 | -25793.8811187 |  -25793.8807979 |  -25793.8809625 |  -25793.8809627 |  -25793.8809469 | -25793.8810118 |
| 2454497.58995 |  -25589.537225 |  -25589.5366344 |   -25589.537056 |  -25589.5370561 |  -25589.5370403 | -25589.5371049 |
| 2454498.51059 | -25297.4360804 |  -25297.4355648 |  -25297.4359165 |  -25297.4359165 |  -25297.4359006 | -25297.4359649 |
| 2454499.43123 | -24943.4554521 |  -24943.4549575 |  -24943.4553078 |  -24943.4553078 |  -24943.4552918 | -24943.4553558 |
| 2454500.35187 | -24566.0645944 |  -24566.0646513 |  -24566.0644818 |  -24566.0644818 |  -24566.0644657 | -24566.0645293 |
| 2454501.27251 | -24207.5350712 |  -24207.5354909 |  -24207.5349898 |  -24207.5349897 |  -24207.5349735 | -24207.5350367 |
| 2454502.19315 | -23904.2857213 |  -23904.2856194 |  -23904.2856676 |  -23904.2856675 |  -23904.2856512 | -23904.2857139 |
| 2454503.11379 | -23678.5694585 |  -23678.5694854 |  -23678.5694228 |  -23678.5694226 |  -23678.5694063 | -23678.5694683 |
| 2454504.03443 | -23533.4025784 |  -23533.4024315 |  -23533.4025411 |  -23533.4025409 |  -23533.4025245 | -23533.4025859 |
| 2454504.95507 | -23451.8957034 |  -23451.8951158 |  -23451.8956421 |  -23451.8956419 |  -23451.8956255 | -23451.8956861 |
| 2454505.87571 | -23401.1389816 |   -23401.138346 |  -23401.1389042 |   -23401.138904 |  -23401.1388875 | -23401.1389473 |
| 2454506.79635 | -23339.7529353 |  -23339.7521648 |  -23339.7528447 |  -23339.7528444 |  -23339.7528279 | -23339.7528869 |
|   2454507.717 | -23227.3783496 |  -23227.3774982 |  -23227.3782344 |  -23227.3782341 |  -23227.3782175 | -23227.3782756 |
| 2454508.63764 | -23033.9356831 |  -23033.9351975 |  -23033.9355434 |  -23033.9355431 |  -23033.9355265 | -23033.9355837 |
| 2454509.55828 | -22746.5368822 |  -22746.5360578 |   -22746.536728 |  -22746.5367277 |   -22746.536711 | -22746.5367673 |
| 2454510.47892 | -22372.4689211 |  -22372.4684864 |  -22372.4687501 |  -22372.4687498 |  -22372.4687331 | -22372.4687884 |
| 2454511.39956 | -21937.5657672 |  -21937.5655454 |  -21937.5656183 |  -21937.5656179 |  -21937.5656012 | -21937.5656556 |
|  2454512.3202 | -21480.3395694 |  -21480.3395783 |   -21480.339462 |  -21480.3394615 |  -21480.3394448 | -21480.3394983 |
| 2454513.24084 | -21043.2106814 |  -21043.2106334 |  -21043.2106185 |  -21043.2106181 |  -21043.2106013 | -21043.2106539 |
| 2454514.16148 | -20662.8402763 |  -20662.8400965 |  -20662.8402446 |  -20662.8402441 |  -20662.8402273 | -20662.8402791 |
| 2454515.08212 | -20361.7748216 |  -20361.7746537 |   -20361.774801 |  -20361.7748005 |  -20361.7747837 | -20361.7748346 |
| 2454516.00276 | -20143.3126069 |  -20143.3122981 |   -20143.312578 |  -20143.3125774 |  -20143.3125607 | -20143.3126109 |
|  2454516.9234 | -19990.7663624 |  -19990.7659757 |  -19990.7663019 |  -19990.7663012 |  -19990.7662845 |  -19990.766334 |
| 2454517.84404 | -19871.2910874 |  -19871.2903529 |  -19871.2910116 |   -19871.291011 |  -19871.2909942 | -19871.2910431 |
| 2454518.76468 | -19743.4025928 |  -19743.4016215 |  -19743.4025195 |  -19743.4025188 |   -19743.402502 | -19743.4025503 |
| 2454519.68532 | -19566.4682829 |  -19566.4672396 |  -19566.4681847 |   -19566.468184 |  -19566.4681672 | -19566.4682149 |
| 2454520.60597 | -19310.0009825 |   -19310.000302 |  -19310.0008603 |  -19310.0008595 |  -19310.0008427 | -19310.0008898 |
| 2454521.52661 | -18960.6320556 |   -18960.631423 |  -18960.6319219 |   -18960.631921 |  -18960.6319043 | -18960.6319509 |
| 2454522.44725 | -18525.1705503 |  -18525.1702265 |   -18525.170406 |  -18525.1704052 |  -18525.1703884 | -18525.1704344 |
| 2454523.36789 | -18029.0500254 |  -18029.0495997 |  -18029.0498979 |  -18029.0498971 |  -18029.0498803 | -18029.0499257 |
| 2454524.28853 | -17510.5190369 |  -17510.5191179 |  -17510.5189475 |  -17510.5189465 |  -17510.5189299 | -17510.5189746 |
| 2454525.20917 | -17011.9036032 |  -17011.9038131 |  -17011.9035569 |  -17011.9035559 |  -17011.9035392 | -17011.9035834 |
| 2454526.12981 | -16569.9393297 |  -16569.9393507 |  -16569.9393161 |  -16569.9393152 |  -16569.9392985 |  -16569.939342 |
| 2454527.05045 |  -16207.383348 |    -16207.38336 |  -16207.3833445 |  -16207.3833434 |  -16207.3833269 | -16207.3833696 |
| 2454527.97109 | -15927.8236821 |  -15927.8235862 |  -15927.8236645 |  -15927.8236634 |  -15927.8236469 | -15927.8236888 |
| 2454528.89173 | -15714.8730198 |  -15714.8724502 |  -15714.8729676 |  -15714.8729665 |    -15714.87295 | -15714.8729912 |
| 2454529.81237 | -15535.9318362 |  -15535.9311197 |  -15535.9317716 |  -15535.9317705 |  -15535.9317541 | -15535.9317944 |
| 2454530.73301 | -15349.6615784 |  -15349.6608799 |  -15349.6615188 |  -15349.6615176 |  -15349.6615013 | -15349.6615406 |
| 2454531.65365 | -15115.4603645 |  -15115.4594322 |  -15115.4602853 |  -15115.4602841 |  -15115.4602678 | -15115.4603062 |
|  2454532.5743 | -14802.7754488 |  -14802.7748462 |  -14802.7753452 |   -14802.775344 |  -14802.7753278 | -14802.7753651 |
| 2454533.49494 | -14398.1232097 |  -14398.1225682 |  -14398.1230853 |   -14398.123084 |  -14398.1230679 | -14398.1231041 |
| 2454534.41558 | -13908.2105022 |  -13908.2099986 |  -13908.2103717 |  -13908.2103704 |  -13908.2103544 | -13908.2103894 |
| 2454535.33622 | -13358.4423058 |   -13358.442069 |  -13358.4421932 |   -13358.442192 |   -13358.442176 | -13358.4422098 |
| 2454536.25686 | -12787.1556484 |  -12787.1556693 |  -12787.1555749 |  -12787.1555736 |  -12787.1555578 | -12787.1555904 |
|  2454537.1775 |  -12236.897699 |  -12236.8978639 |  -12236.8976703 |   -12236.897669 |  -12236.8976532 | -12236.8976846 |
| 2454538.09814 | -11744.7421122 |  -11744.7420523 |  -11744.7421212 |  -11744.7421199 |  -11744.7421042 | -11744.7421343 |
| 2454539.01878 | -11333.8572149 |  -11333.8573288 |  -11333.8572377 |  -11333.8572364 |  -11333.8572208 | -11333.8572498 |
| 2454539.93942 | -11008.2523895 |  -11008.2522485 |  -11008.2523981 |  -11008.2523967 |  -11008.2523812 |  -11008.252409 |
| 2454540.86006 | -10751.9018253 |  -10751.9017113 |  -10751.9017994 |   -10751.901798 |  -10751.9017827 | -10751.9018093 |
|  2454541.7807 | -10532.4440537 |  -10532.4433672 |  -10532.4440137 |  -10532.4440123 |   -10532.443997 | -10532.4440226 |
| 2454542.70134 | -10308.6104095 |  -10308.6095431 |  -10308.6103732 |  -10308.6103718 |  -10308.6103567 | -10308.6103813 |
| 2454543.62198 | -10039.6840134 |   -10039.683099 |  -10039.6839577 |  -10039.6839562 |  -10039.6839412 | -10039.6839648 |
| 2454544.54263 | -9694.82750558 |  -9694.82680406 |  -9694.82742429 |  -9694.82742279 |  -9694.82740788 | -9694.82743061 |
| 2454545.46327 |  -9260.1482038 |  -9260.14756824 |  -9260.14810944 |  -9260.14810791 |  -9260.14809309 | -9260.14811496 |
| 2454546.38391 | -8741.88668678 |  -8741.88635101 |  -8741.88659717 |  -8741.88659561 |  -8741.88658093 |   -8741.886602 |
| 2454547.30455 | -8165.00087751 |  -8165.00067665 |  -8165.00081397 |  -8165.00081237 |  -8165.00079783 |  -8165.0008181 |
| 2454548.22519 | -7567.47010046 |  -7567.47032531 |   -7567.4700724 |   -7567.4700708 |  -7567.47005639 | -7567.47007586 |
| 2454549.14583 | -6991.62176497 |   -6991.6221517 |  -6991.62177212 |  -6991.62177049 |  -6991.62175621 | -6991.62177491 |
| 2454550.06647 | -6474.46390391 |  -6474.46393988 |  -6474.46393893 |  -6474.46393726 |  -6474.46392312 | -6474.46394106 |
| 2454550.98711 | -6039.23398531 |  -6039.23413221 |  -6039.23402732 |  -6039.23402562 |  -6039.23401161 | -6039.23402875 |
| 2454551.90775 | -5690.09627032 |  -5690.09610244 |  -5690.09629546 |  -5690.09629376 |  -5690.09627988 | -5690.09629622 |
| 2454552.82839 | -5411.20028499 |   -5411.1998383 |  -5411.20027499 |  -5411.20027326 |  -5411.20025954 | -5411.20027505 |
| 2454553.74903 | -5170.31584582 |  -5170.31534817 |  -5170.31582483 |  -5170.31582307 |  -5170.31580949 | -5170.31582417 |
| 2454554.66967 | -4926.21395005 |  -4926.21321256 |  -4926.21393461 |  -4926.21393285 |  -4926.21391944 | -4926.21393322 |
| 2454555.59031 |  -4638.1064787 |  -4638.10570823 |  -4638.10644096 |   -4638.1064392 |  -4638.10642595 | -4638.10643876 |
| 2454556.51096 | -4274.98719295 |  -4274.98638951 |  -4274.98713294 |  -4274.98713111 |  -4274.98711806 | -4274.98712994 |
|  2454557.4316 | -3822.73934562 |  -3822.73868008 |  -3822.73927361 |  -3822.73927177 |  -3822.73925889 | -3822.73926968 |
| 2454558.35224 | -3287.38592308 |  -3287.38551237 |  -3287.38585116 |  -3287.38584933 |  -3287.38583658 |  -3287.3858463 |
| 2454559.27288 | -2693.74061218 |  -2693.74038134 |  -2693.74056214 |  -2693.74056031 |  -2693.74054776 | -2693.74055632 |
| 2454560.19352 | -2079.76873107 |  -2079.76877604 |  -2079.76871769 |  -2079.76871586 |  -2079.76870348 | -2079.76871087 |
| 2454561.11416 | -1487.94723157 |  -1487.94754935 |    -1487.947258 |  -1487.94725617 |  -1487.94724399 | -1487.94725011 |
|  2454562.0348 | -955.597705474 |  -955.597879354 |  -955.597763711 |  -955.597761848 |  -955.597749865 | -955.597754692 |
| 2454562.95544 |  -506.39984768 |   -506.40002156 |   -506.39991285 |   -506.39991102 |  -506.399899204 | -506.399902732 |
| 2454563.87608 | -145.022601942 |  -145.022607938 |  -145.022649404 |  -145.022647541 |  -145.022635925 | -145.022638121 |
| 2454564.79672 |  143.901147309 |   143.901192278 |   143.901137619 |   143.901139483 |   143.901150932 |  143.901150134 |
| 2454565.71736 |  392.221584647 |   392.222076307 |   392.221585212 |   392.221587076 |    392.22159826 |  392.221598659 |
|   2454566.638 |  640.951199718 |   640.951793307 |   640.951192163 |   640.951194027 |   640.951205077 |  640.951206807 |
| 2454567.55864 |  930.849073596 |   930.849907019 |   930.849088541 |   930.849090405 |   930.849101189 |  930.849104185 |
| 2454568.47929 |  1293.06381955 |   1293.06451506 |   1293.06384907 |   1293.06385094 |   1293.06386152 |  1293.06386571 |
| 2454569.39993 |  1741.97667964 |   1741.97739015 |    1741.9767222 |   1741.97672407 |   1741.97673445 |  1741.97673978 |
| 2454570.32057 |  2271.88340685 |   2271.88368265 |   2271.88345308 |   2271.88345495 |    2271.8834652 |  2271.88347146 |
