|            JD |          Tempo |              BC |            432s |             430 |             423 |            405 | 
| 2451998.05027 | -4252.08097459 |   -4252.0813973 |  -4252.08103045 |  -4252.08102546 |  -4252.08100945 | -4252.08102652 |
| 2451998.97091 | -3811.56044761 |  -3811.56076539 |  -3811.56050219 |   -3811.5604972 |  -3811.56048132 | -3811.56049717 |
| 2451999.89155 | -3458.05661222 |  -3458.05666619 |  -3458.05663459 |  -3458.05662957 |  -3458.05661386 |  -3458.0566285 |
| 2452000.81219 | -3175.07578377 |  -3175.07569084 |  -3175.07576911 |  -3175.07576409 |  -3175.07574854 | -3175.07576206 |
| 2452001.73283 | -2929.95873078 |  -2929.95852992 |  -2929.95871163 |  -2929.95870657 |  -2929.95869122 | -2929.95870361 |
| 2452002.65347 | -2681.37673052 |  -2681.37615791 |  -2681.37672149 |  -2681.37671643 |  -2681.37670125 |  -2681.3767126 |
| 2452003.57411 | -2388.80294513 |  -2388.80229758 |  -2388.80291653 |  -2388.80291147 |  -2388.80289646 | -2388.80290685 |
| 2452004.49475 | -2021.79409208 |  -2021.79326165 |  -2021.79404183 |  -2021.79403674 |  -2021.79402189 | -2021.79403141 |
| 2452005.41539 | -1566.96192583 |   -1566.9611074 |  -1566.96187235 |  -1566.96186726 |  -1566.96185258 | -1566.96186124 |
| 2452006.33603 | -1031.04288786 |  -1031.04237821 |  -1031.04284752 |  -1031.04284239 |  -1031.04282791 | -1031.04283577 |
| 2452007.25667 |  -439.36590931 |  -439.365564549 |  -439.365900802 |  -439.365895676 |  -439.365881364 | -439.365888487 |
| 2452008.17732 |   169.93066345 |   169.930795358 |   169.930631035 |   169.930636094 |   169.930650339 |  169.930643949 |
| 2452009.09796 |  754.611547296 |   754.611349433 |   754.611481574 |   754.611486766 |   754.611500679 |   754.61149502 |
|  2452010.0186 |  1277.99526429 |   1277.99492253 |   1277.99518357 |    1277.9951887 |   1277.99520248 |  1277.99519762 |
| 2452010.93924 |  1717.33656064 |   1717.33630282 |   1717.33648656 |   1717.33649175 |   1717.33650526 |   1717.3365012 |
| 2452011.85988 |  2069.02263743 |   2069.02241859 |    2069.0225999 |   2069.02260509 |   2069.02261847 |  2069.02261521 |
| 2452012.78052 |  2349.39330786 |   2349.39331685 |   2349.39330688 |   2349.39331201 |   2349.39332519 |  2349.39332286 |
| 2452013.70116 |  2590.99578894 |   2590.99608573 |   2590.99579278 |   2590.99579797 |   2590.99581089 |  2590.99580956 |
|  2452014.6218 |  2835.12973253 |   2835.13036809 |    2835.1297271 |   2835.12973229 |   2835.12974494 |  2835.12974467 |
| 2452015.54244 |  3122.38668668 |   3122.38731024 |   3122.38669608 |   3122.38670127 |   3122.38671379 |  3122.38671445 |
| 2452016.46308 |   3483.3473678 |   3483.34813826 |   3483.34739769 |   3483.34740281 |   3483.34741506 |  3483.34741686 |
| 2452017.38372 |  3931.56404685 |   3931.56481731 |   3931.56407813 |   3931.56408319 |   3931.56409518 |  3931.56409824 |
| 2452018.30436 |  4460.43275766 |   4460.43330628 |   4460.43277495 |   4460.43278014 |   4460.43279186 |  4460.43279605 |
|   2452019.225 |   5044.6707611 |   5044.67100993 |    5044.6707494 |   5044.67075459 |   5044.67076604 |   5044.6707715 |
| 2452020.14565 |  5646.06159389 |   5646.06138104 |   5646.06154467 |   5646.06154979 |   5646.06156104 |   5646.0615677 |
| 2452021.06629 |  6222.15455404 |   6222.15452406 |   6222.15447025 |   6222.15447544 |   6222.15448636 |  6222.15449435 |
| 2452021.98693 |   6735.9301446 |   6735.92973388 |   6735.93004474 |    6735.9300498 |   6735.93006059 |   6735.9300699 |
| 2452022.90757 |  7164.22244601 |   7164.22222716 |   7164.22235083 |   7164.22235589 |   7164.22236627 |  7164.22237692 |
| 2452023.82821 |  7502.97371338 |   7502.97351252 |   7502.97364022 |   7502.97364528 |    7502.9736554 |  7502.97366738 |
| 2452024.74885 |  7768.12086583 |   7768.12100973 |   7768.12083479 |   7768.12083978 |   7768.12084977 |  7768.12086301 |
| 2452025.66949 |  7991.91210738 |   7991.91227526 |   7991.91208425 |   7991.91208931 |   7991.91209903 |  7991.91211354 |
| 2452026.59013 |  8215.49626428 |   8215.49662703 |   8215.49623573 |   8215.49624066 |   8215.49625011 |  8215.49626595 |
| 2452027.51077 |  8479.47967637 |   8479.48023698 |   8479.47966665 |   8479.47967158 |   8479.47968076 |   8479.4796978 |
| 2452028.43141 |  8814.60997849 |    8814.6109708 |   8814.60998568 |   8814.60999061 |   8814.60999953 |  8814.61001763 |
| 2452029.35205 |  9234.71731623 |   9234.71812267 |   9234.71731704 |   9234.71732196 |   9234.71733062 |  9234.71734986 |
| 2452030.27269 |  9733.52759107 |   9733.52813369 |   9733.52757422 |   9733.52757915 |   9733.52758753 |  9733.52760777 |
| 2452031.19333 |   10286.077169 |   10286.0774837 |   10286.0771263 |   10286.0771312 |   10286.0771393 |  10286.0771605 |
| 2452032.11398 |  10854.4059002 |   10854.4059002 |   10854.4058253 |   10854.4058301 |    10854.405838 |  10854.4058601 |
| 2452033.03462 |  11396.2266644 |   11396.2267484 |   11396.2265588 |   11396.2265637 |   11396.2265713 |  11396.2265941 |
| 2452033.95526 |  11874.5884615 |   11874.5880777 |   11874.5883398 |   11874.5883447 |   11874.5883519 |  11874.5883756 |
|  2452034.8759 |  12266.3225476 |   12266.3222328 |   12266.3224315 |   12266.3224364 |   12266.3224433 |  12266.3224677 |
| 2452035.79654 |   12567.339364 |   12567.3391781 |   12567.3392728 |   12567.3392776 |   12567.3392844 |  12567.3393094 |
| 2452036.71718 |  12793.5643897 |   12793.5644047 |   12793.5643379 |   12793.5643427 |   12793.5643492 |  12793.5643749 |
| 2452037.63782 |  12977.2984902 |   12977.2986761 |   12977.2984446 |   12977.2984494 |   12977.2984555 |  12977.2984822 |
| 2452038.55846 |  13159.8342303 |   13159.8348179 |   13159.8341817 |   13159.8341865 |   13159.8341924 |  13159.8342197 |
|  2452039.4791 |  13382.0154545 |   13382.0160361 |   13382.0154404 |   13382.0154452 |   13382.0154508 |   13382.015479 |
| 2452040.39974 |  13674.8972646 |   13674.8980081 |   13674.8972577 |   13674.8972624 |   13674.8972677 |  13674.8972967 |
| 2452041.32038 |  14052.6402436 |   14052.6407772 |   14052.6402227 |   14052.6402273 |   14052.6402324 |  14052.6402623 |
| 2452042.24102 |  14509.2629563 |   14509.2635559 |   14509.2629098 |   14509.2629144 |   14509.2629192 |    14509.26295 |
| 2452043.16166 |   15019.994712 |   15019.9948649 |   15019.9946353 |   15019.9946399 |   15019.9946444 |  15019.9946763 |
| 2452044.08231 |  15546.9197394 |   15546.9196705 |    15546.919634 |   15546.9196385 |   15546.9196427 |  15546.9196755 |
| 2452045.00295 |  16047.6230657 |   16047.6232636 |   16047.6229357 |   16047.6229404 |   16047.6229443 |  16047.6229781 |
| 2452045.92359 |  16484.8621814 |   16484.8619176 |   16484.8620405 |    16484.862045 |   16484.8620484 |  16484.8620836 |
| 2452046.84423 |  16835.0539367 |   16835.0537358 |   16835.0538036 |   16835.0538081 |   16835.0538114 |  16835.0538475 |
| 2452047.76487 |  17093.6366626 |   17093.6363328 |   17093.6365537 |   17093.6365582 |   17093.6365611 |  17093.6365985 |
| 2452048.68551 |  17276.0817485 |   17276.0816346 |   17276.0816681 |   17276.0816725 |   17276.0816751 |  17276.0817137 |
| 2452049.60615 |  17414.3234887 |   17414.3240463 |   17414.3234191 |   17414.3234234 |   17414.3234258 |  17414.3234655 |
| 2452050.52679 |  17549.4237038 |   17549.4239616 |   17549.4236373 |   17549.4236416 |   17549.4236436 |  17549.4236845 |
| 2452051.44743 |  17722.1487117 |   17722.1493263 |    17722.148665 |   17722.1486692 |   17722.1486709 |  17722.1487131 |
| 2452052.36807 |  17963.6141697 |    17963.615177 |   17963.6141408 |    17963.614145 |   17963.6141464 |  17963.6141897 |
| 2452053.28871 |  18288.1378296 |   18288.1385731 |   18288.1377922 |   18288.1377963 |   18288.1377974 |  18288.1378419 |
| 2452054.20935 |  18689.9352681 |   18689.9357117 |   18689.9352001 |   18689.9352043 |    18689.935205 |  18689.9352505 |
| 2452055.12999 |  19144.4146745 |   19144.4151182 |   19144.4145674 |   19144.4145714 |   19144.4145719 |  19144.4146185 |
| 2452056.05064 |  19613.7746783 |   19613.7747983 |   19613.7745408 |   19613.7745448 |   19613.7745449 |  19613.7745925 |
| 2452056.97128 |  20055.6254474 |   20055.6256693 |   20055.6252901 |   20055.6252941 |   20055.6252939 |  20055.6253423 |
| 2452057.89192 |  20432.6625261 |   20432.6621393 |   20432.6623635 |   20432.6623674 |    20432.662367 |  20432.6624161 |
| 2452058.81256 |  20721.1827787 |   20721.1824219 |   20721.1826288 |   20721.1826327 |    20721.182632 |  20721.1826818 |
|  2452059.7332 |  20916.4965368 |    20916.496213 |   20916.4964138 |   20916.4964176 |   20916.4964166 |  20916.4964671 |
| 2452060.65384 |  21033.9990005 |   21033.9990754 |   21033.9989076 |   21033.9989115 |   21033.9989102 |  21033.9989612 |
| 2452061.57448 |  21105.6553938 |   21105.6553548 |   21105.6553056 |   21105.6553094 |   21105.6553078 |  21105.6553594 |
| 2452062.49512 |  21172.7019325 |   21172.7023072 |   21172.7018429 |   21172.7018466 |   21172.7018447 |  21172.7018968 |
| 2452063.41576 |  21276.2293309 |   21276.2297506 |   21276.2292805 |   21276.2292842 |    21276.229282 |  21276.2293346 |
|  2452064.3364 |  21447.7999071 |   21447.8005097 |   21447.7998679 |   21447.7998716 |   21447.7998691 |  21447.7999222 |
| 2452065.25704 |  21702.2414469 |   21702.2419775 |   21702.2413914 |    21702.241395 |   21702.2413922 |  21702.2414458 |
| 2452066.17768 |   22034.264646 |   22034.2652126 |   22034.2645566 |   22034.2645601 |   22034.2645571 |  22034.2646112 |
| 2452067.09832 |  22419.6766128 |   22419.6768797 |   22419.6764803 |   22419.6764837 |   22419.6764803 |   22419.676535 |
| 2452068.01897 |  22820.9127708 |   22820.9128188 |   22820.9126064 |   22820.9126098 |   22820.9126061 |  22820.9126615 |
| 2452068.93961 |  23195.6224347 |   23195.6227435 |   23195.6222526 |   23195.6222559 |   23195.6222519 |   23195.622308 |
| 2452069.86025 |  23506.3452328 |   23506.3450919 |   23506.3450545 |   23506.3450579 |   23506.3450536 |  23506.3451103 |
| 2452070.78089 |  23729.0664281 |   23729.0662722 |   23729.0662715 |   23729.0662749 |   23729.0662703 |  23729.0663277 |
| 2452071.70153 |  23858.6955058 |   23858.6951341 |   23858.6953764 |   23858.6953796 |   23858.6953748 |   23858.695433 |
| 2452072.62217 |   23910.215883 |    23910.215826 |   23910.2157772 |   23910.2157804 |   23910.2157752 |  23910.2158342 |
| 2452073.54281 |  23915.2432496 |   23915.2437173 |   23915.2431486 |   23915.2431517 |   23915.2431462 |   23915.243206 |
| 2452074.46345 |  23914.7794557 |   23914.7798064 |   23914.7793687 |   23914.7793718 |    23914.779366 |  23914.7794267 |
| 2452075.38409 |  23949.8185266 |   23949.8190813 |   23949.8184756 |   23949.8184786 |   23949.8184725 |   23949.818534 |
| 2452076.30473 |  24051.9522349 |   24051.9532363 |   24051.9521861 |   24051.9521891 |   24051.9521827 |   24051.952245 |
| 2452077.22537 |  24236.1225605 |   24236.1233399 |   24236.1224969 |   24236.1224998 |   24236.1224931 |  24236.1225564 |
| 2452078.14601 |  24497.1782474 |    24497.178838 |     24497.17816 |   24497.1781627 |   24497.1781557 |  24497.1782199 |
| 2452079.06665 |  24811.0230122 |   24811.0234829 |   24811.0228873 |     24811.02289 |   24811.0228827 |  24811.0229477 |
|  2452079.9873 |  25140.0943378 |   25140.0946676 |   25140.0941784 |    25140.094181 |   25140.0941735 |  25140.0942393 |
| 2452080.90794 |  25441.9225245 |   25441.9228633 |   25441.9223439 |   25441.9223464 |   25441.9223386 |  25441.9224052 |
| 2452081.82858 |  25678.8155989 |    25678.815389 |   25678.8154165 |   25678.8154191 |    25678.815411 |  25678.8154782 |
| 2452082.74922 |  25826.4576884 |   25826.4576134 |   25826.4575191 |   25826.4575215 |   25826.4575131 |   25826.457581 |
| 2452083.66986 |  25879.4553319 |   25879.4550051 |   25879.4551907 |   25879.4551931 |   25879.4551844 |   25879.455253 |
|  2452084.5905 |  25852.5625993 |   25852.5625903 |    25852.562479 |   25852.5624814 |   25852.5624724 |  25852.5625414 |
| 2452085.51114 |  25777.3034022 |   25777.3033392 |   25777.3032912 |   25777.3032935 |   25777.3032841 |  25777.3033536 |
| 2452086.43178 |  25694.7629508 |   25694.7631276 |   25694.7628811 |   25694.7628833 |   25694.7628738 |  25694.7629434 |
| 2452087.35242 |  25646.1975049 |   25646.1980206 |   25646.1974326 |   25646.1974348 |    25646.197425 |  25646.1974949 |
| 2452088.27306 |  25663.6100954 |   25663.6104882 |   25663.6100375 |   25663.6100396 |   25663.6100295 |  25663.6100996 |
|  2452089.1937 |  25762.4478795 |    25762.448521 |    25762.447812 |    25762.447814 |   25762.4478037 |   25762.447874 |
| 2452090.11434 |   25938.088489 |   25938.0891186 |   25938.0883964 |   25938.0883984 |   25938.0883879 |  25938.0884582 |
| 2452091.03498 |  26166.9169453 |   26166.9171882 |   26166.9168207 |   26166.9168227 |   26166.9168119 |  26166.9168823 |
| 2452091.95563 |  26411.7442699 |   26411.7444348 |   26411.7441168 |   26411.7441187 |   26411.7441076 |  26411.7441782 |
| 2452092.87627 |  26630.3271871 |   26630.3278287 |    26630.327011 |   26630.3270129 |   26630.3270015 |  26630.3270722 |
| 2452093.79691 |  26785.0401096 |   26785.0400107 |   26785.0399298 |   26785.0399315 |     26785.03992 |  26785.0399908 |
| 2452094.71755 |  26851.4879507 |   26851.4878338 |   26851.4877801 |   26851.4877819 |   26851.4877701 |   26851.487841 |
| 2452095.63819 |  26824.0907874 |   26824.0904306 |   26824.0906397 |   26824.0906413 |   26824.0906293 |  26824.0907004 |
| 2452096.55883 |  26717.3640487 |   26717.3642076 |   26717.3639187 |   26717.3639202 |    26717.363908 |  26717.3639793 |
| 2452097.47947 |  26562.6017834 |   26562.6020143 |   26562.6016912 |   26562.6016926 |   26562.6016802 |  26562.6017517 |
| 2452098.40011 |  26400.7217137 |   26400.7220404 |    26400.721641 |   26400.7216425 |   26400.7216297 |  26400.7217016 |
| 2452099.32075 |  26272.9075166 |   26272.9081432 |   26272.9074541 |   26272.9074554 |   26272.9074425 |  26272.9075147 |
| 2452100.24139 |    26211.18817 |   26211.1891803 |   26211.1881167 |   26211.1881179 |   26211.1881047 |  26211.1881772 |
| 2452101.16203 |  26231.1078409 |   26231.1086923 |   26231.1077704 |   26231.1077716 |   26231.1077581 |   26231.107831 |
| 2452102.08267 |  26328.1619917 |   26328.1627982 |   26328.1618954 |   26328.1618966 |   26328.1618829 |  26328.1619561 |
| 2452103.00331 |   26478.814702 |   26478.8153975 |   26478.8145777 |   26478.8145787 |   26478.8145649 |  26478.8146385 |
| 2452103.92396 |  26645.8644409 |   26645.8650435 |   26645.8642899 |    26645.864291 |   26645.8642768 |  26645.8643509 |
|  2452104.8446 |  26786.9316711 |   26786.9320848 |   26786.9315017 |   26786.9315026 |   26786.9314882 |  26786.9315627 |
| 2452105.76524 |  26864.1280851 |   26864.1280641 |   26864.1279093 |   26864.1279101 |   26864.1278955 |  26864.1279704 |
| 2452106.68588 |  26852.6974334 |   26852.6975503 |    26852.697264 |   26852.6972647 |   26852.6972499 |  26852.6973251 |
| 2452107.60652 |  26746.6537059 |     26746.65355 |   26746.6535495 |   26746.6535501 |   26746.6535351 |  26746.6536106 |
| 2452108.52716 |  26560.1296289 |   26560.1297878 |   26560.1294882 |   26560.1294888 |   26560.1294736 |  26560.1295493 |
|  2452109.4478 |  26324.1298851 |   26324.1301129 |   26324.1297624 |   26324.1297629 |   26324.1297475 |  26324.1298235 |
| 2452110.36844 |  26079.4338037 |   26079.4340975 |   26079.4337218 |   26079.4337223 |   26079.4337066 |  26079.4337828 |
| 2452111.28908 |  25867.2712987 |   25867.2719073 |    25867.271243 |   25867.2712434 |   25867.2712276 |  25867.2713038 |
| 2452112.20972 |  25719.9023411 |   25719.9027159 |    25719.902286 |   25719.9022864 |   25719.9022704 |  25719.9023465 |
| 2452113.13036 |  25653.2507341 |   25653.2514686 |   25653.2506651 |   25653.2506654 |   25653.2506492 |  25653.2507252 |
|   2452114.051 |  25663.2735514 |    25663.274166 |     25663.27346 |   25663.2734602 |   25663.2734439 |  25663.2735195 |
| 2452114.97164 |  25726.8961874 |   25726.8965142 |   25726.8960672 |   25726.8960673 |   25726.8960509 |  25726.8961263 |
| 2452115.89229 |  25807.3015739 |   25807.3021495 |   25807.3014291 |   25807.3014292 |   25807.3014125 |  25807.3014875 |
| 2452116.81293 |   25862.366808 |    25862.366904 |   25862.3666459 |   25862.3666459 |   25862.3666291 |  25862.3667037 |
| 2452117.73357 |  25854.3186606 |   25854.3187176 |   25854.3184928 |   25854.3184928 |   25854.3184759 |  25854.3185499 |
| 2452118.65421 |  25758.3985677 |   25758.3986367 |   25758.3984056 |   25758.3984055 |   25758.3983885 |   25758.398462 |
| 2452119.57485 |  25568.5530481 |   25568.5529911 |   25568.5528976 |   25568.5528974 |   25568.5528802 |  25568.5529533 |
| 2452120.49549 |  25298.8458874 |   25298.8461842 |   25298.8457522 |    25298.845752 |   25298.8457346 |  25298.8458073 |
| 2452121.41613 |  24980.2676096 |   24980.2680923 |   24980.2674983 |    24980.267498 |   24980.2674805 |  24980.2675528 |
| 2452122.33677 |  24653.6709268 |   24653.6713705 |    24653.670856 |   24653.6708556 |   24653.6708379 |  24653.6709099 |
| 2452123.25741 |  24360.4472873 |   24360.4478509 |   24360.4472422 |   24360.4472418 |   24360.4472239 |  24360.4472955 |
| 2452124.17805 |  24133.0763439 |   24133.0770604 |   24133.0763006 |   24133.0763001 |   24133.0762822 |  24133.0763535 |
| 2452125.09869 |  23987.7093344 |    23987.709946 |    23987.709274 |   23987.7092734 |   23987.7092553 |  23987.7093264 |
| 2452126.01933 |  23920.4823387 |   23920.4831691 |    23920.482253 |   23920.4822524 |   23920.4822341 |   23920.482305 |
| 2452126.93997 |  23908.4027052 |   23908.4035237 |   23908.4025909 |   23908.4025903 |    23908.402572 |  23908.4026425 |
| 2452127.86061 |  23914.6062866 |   23914.6069281 |   23914.6061503 |   23914.6061495 |    23914.606131 |  23914.6062014 |
| 2452128.78126 |  23896.7839487 |   23896.7843804 |   23896.7837975 |   23896.7837966 |    23896.783778 |  23896.7838482 |
|  2452129.7019 |  23816.8510981 |    23816.851206 |    23816.850943 |    23816.850942 |   23816.8509233 |  23816.8509934 |
| 2452130.62254 |  23649.6498621 |   23649.6502009 |   23649.6497101 |   23649.6497091 |   23649.6496902 |  23649.6497601 |
| 2452131.54318 |  23388.6945577 |   23388.6947855 |   23388.6944126 |   23388.6944114 |   23388.6943926 |  23388.6944623 |
| 2452132.46382 |   23047.647048 |   23047.6472069 |   23047.6469019 |   23047.6469008 |   23047.6468818 |  23047.6469513 |
| 2452133.38446 |  22657.1847144 |   22657.1849063 |   22657.1845853 |   22657.1845841 |    22657.184565 |  22657.1846343 |
|  2452134.3051 |  22257.9773779 |   22257.9777077 |   22257.9772972 |    22257.977296 |   22257.9772769 |  22257.9773458 |
| 2452135.22574 |  21891.3792435 |    21891.379933 |   21891.3791955 |   21891.3791942 |   21891.3791749 |  21891.3792437 |
| 2452136.14638 |  21589.9650432 |   21589.9654899 |   21589.9650083 |   21589.9650068 |   21589.9649874 |  21589.9650559 |
| 2452137.06702 |  21370.0760382 |   21370.0767457 |   21370.0759926 |    21370.075991 |   21370.0759716 |  21370.0760397 |
| 2452137.98766 |  21228.0824253 |   21228.0830549 |   21228.0823635 |   21228.0823619 |   21228.0823425 |  21228.0824101 |
|  2452138.9083 |  21141.2190176 |   21141.2195183 |   21141.2189309 |   21141.2189294 |   21141.2189098 |  21141.2189769 |
| 2452139.82894 |  21072.8035487 |   21072.8041752 |   21072.8034389 |   21072.8034371 |   21072.8034176 |  21072.8034841 |
| 2452140.74959 |  20980.6427722 |    20980.643111 |    20980.642646 |   20980.6426443 |   20980.6426246 |  20980.6426903 |
| 2452141.67023 |   20826.700895 |   20826.7011078 |   20826.7007583 |   20826.7007565 |   20826.7007368 |  20826.7008017 |
| 2452142.59087 |  20585.8174631 |    20585.817607 |   20585.8173245 |   20585.8173226 |   20585.8173029 |  20585.8173669 |
| 2452143.51151 |  20251.4823905 |   20251.4824984 |   20251.4822563 |   20251.4822543 |   20251.4822346 |  20251.4822977 |
| 2452144.43215 |  19837.3510077 |   19837.3514574 |   19837.3508539 |   19837.3508519 |    19837.350832 |  19837.3508942 |
| 2452145.35279 |  19374.1550665 |   19374.1553783 |   19374.1549424 |   19374.1549404 |   19374.1549206 |  19374.1549817 |
| 2452146.27343 |  18902.7156573 |   18902.7162658 |    18902.715595 |    18902.715593 |   18902.7155731 |  18902.7156332 |
| 2452147.19407 |  18464.6515757 |   18464.6522442 |   18464.6515497 |   18464.6515475 |   18464.6515277 |  18464.6515868 |
| 2452148.11471 |  18092.9036934 |    18092.904305 |   18092.9036759 |   18092.9036737 |   18092.9036538 |   18092.903712 |
| 2452149.03535 |  17804.2386651 |   17804.2394415 |   17804.2386376 |   17804.2386353 |   17804.2386155 |  17804.2386727 |
| 2452149.95599 |  17595.4444723 |   17595.4451858 |   17595.4444248 |   17595.4444225 |   17595.4444026 |   17595.444459 |
| 2452150.87663 |  17444.0876874 |   17444.0884998 |   17444.0876216 |   17444.0876193 |   17444.0875995 |  17444.0876549 |
| 2452151.79727 |  17313.6601305 |    17313.660895 |   17313.6600466 |   17313.6600442 |   17313.6600243 |  17313.6600789 |
| 2452152.71792 |  17161.9393046 |   17161.9398593 |   17161.9392026 |   17161.9392001 |   17161.9391803 |  17161.9392341 |
| 2452153.63856 |  16950.6522536 |   16950.6525204 |   16950.6521435 |    16950.652141 |   16950.6521212 |  16950.6521742 |
|  2452154.5592 |  16654.2344004 |   16654.2346822 |   16654.2342828 |   16654.2342802 |   16654.2342604 |  16654.2343127 |
| 2452155.47984 |  16265.6814361 |   16265.6818408 |   16265.6813073 |   16265.6813046 |   16265.6812848 |  16265.6813365 |
| 2452156.40048 |  15798.1568906 |   15798.1571814 |   15798.1567611 |   15798.1567584 |   15798.1567387 |  15798.1567897 |
| 2452157.32112 |  15281.9880658 |   15281.9884405 |   15281.9879653 |   15281.9879626 |   15281.9879428 |  15281.9879931 |
| 2452158.24176 |  14757.7370552 |   14757.7375139 |   14757.7370116 |   14757.7370088 |   14757.7369889 |  14757.7370386 |
|  2452159.1624 |  14266.9308703 |   14266.9315778 |    14266.930863 |   14266.9308603 |   14266.9308405 |  14266.9308895 |
| 2452160.08304 |  13842.5697893 |    13842.570329 |   13842.5697885 |   13842.5697856 |    13842.569766 |  13842.5698142 |
| 2452161.00368 |  13501.5837161 |   13501.5845255 |   13501.5837097 |   13501.5837067 |    13501.583687 |  13501.5837347 |
| 2452161.92432 |  13240.9613522 |   13240.9620657 |   13240.9613291 |   13240.9613261 |   13240.9613065 |  13240.9613534 |
| 2452162.84496 |  13038.4375045 |   13038.4382031 |   13038.4374662 |    13038.437463 |   13038.4374436 |  13038.4374896 |
|  2452163.7656 |  12857.5825059 |   12857.5833033 |   12857.5824468 |   12857.5824436 |   12857.5824242 |  12857.5824695 |
| 2452164.68625 |  12656.1318253 |   12656.1323199 |   12656.1317494 |   12656.1317462 |   12656.1317269 |  12656.1317713 |
| 2452165.60689 |  12395.6539673 |    12395.654375 |   12395.6538799 |   12395.6538766 |   12395.6538573 |  12395.6539009 |
| 2452166.52753 |  12050.3488141 |   12050.3492818 |   12050.3487159 |   12050.3487126 |   12050.3486934 |  12050.3487359 |
| 2452167.44817 |  11612.9666075 |   11612.9670662 |   11612.9664886 |   11612.9664853 |   11612.9664662 |  11612.9665076 |
| 2452168.36881 |   11096.494099 |   11096.4946416 |   11096.4939709 |   11096.4939674 |   11096.4939484 |  11096.4939886 |
| 2452169.28945 |  10531.2198722 |   10531.2202949 |   10531.2197697 |   10531.2197662 |   10531.2197473 |  10531.2197863 |
| 2452170.21009 |  9957.84590673 |    9957.8466622 |   9957.84586827 |   9957.84586481 |   9957.84584603 |  9957.84588364 |
| 2452171.13073 |  9418.21798636 |   9418.21858295 |   9418.21799086 |    9418.2179874 |   9418.21796869 |  9418.21800497 |
| 2452172.05137 |   8945.7948381 |   8945.79555461 |   8945.79485896 |   8945.79485544 |   8945.79483686 |  8945.79487168 |
| 2452172.97201 |  8558.03745395 |   8558.03834434 |   8558.03747364 |   8558.03747018 |   8558.03745167 |  8558.03748509 |
| 2452173.89265 |  8252.46002381 |   8252.46074331 |    8252.4600286 |     8252.460025 |    8252.4600067 |  8252.46003865 |
| 2452174.81329 |  8007.24386242 |   8007.24479478 |   8007.24385267 |   8007.24384908 |   8007.24383084 |  8007.24386146 |
| 2452175.73393 |  7786.27058304 |    7786.2715124 |   7786.27055075 |   7786.27054716 |   7786.27052919 |  7786.27055834 |
| 2452176.65458 |  7547.42032264 |   7547.42092822 |     7547.420273 |   7547.42026934 |   7547.42025144 |  7547.42027939 |
| 2452177.57522 |  7252.23619935 |   7252.23683491 |   7252.23614071 |   7252.23613698 |    7252.2361192 |   7252.2361459 |
| 2452178.49586 |  6874.74531585 |   6874.74647605 |   6874.74524478 |   6874.74524105 |   6874.74522334 |  6874.74524891 |
|  2452179.4165 |  6407.42057304 |    6407.4212116 |    6407.4204917 |   6407.42048797 |   6407.42047046 |  6407.42049483 |
| 2452180.33714 |  5862.92168777 |   5862.92205352 |   5862.92160187 |   5862.92159814 |    5862.9215807 |    5862.921604 |
| 2452181.25778 |  5271.21838445 |   5271.21887311 |   5271.21832506 |   5271.21832133 |   5271.21830403 |  5271.21832626 |
| 2452182.17842 |  4672.75420957 |   4672.75477918 |   4672.75421362 |   4672.75420976 |   4672.75419259 |  4672.75421376 |
| 2452183.09906 |  4109.21424317 |   4109.21505561 |   4109.21427957 |   4109.21427571 |   4109.21425867 |  4109.21427877 |
|  2452184.0197 |  3614.00744071 |   3614.00814822 |   3614.00748868 |   3614.00748482 |   3614.00746804 |  3614.00748708 |
| 2452184.94034 |  3204.63960716 |   3204.64040761 |   3204.63965004 |   3204.63964604 |   3204.63962953 |  3204.63964764 |
| 2452185.86098 |  2878.72057821 |   2878.72124675 |   2878.72061018 |   2878.72060618 |   2878.72058974 |  2878.72060698 |
| 2452186.78162 |  2614.51860843 |   2614.51919602 |   2614.51862397 |   2614.51862011 |   2614.51860374 |  2614.51861998 |
| 2452187.70226 |  2375.93530422 |   2375.93597875 |   2375.93530692 |   2375.93530286 |   2375.93528675 |  2375.93530206 |
| 2452188.62291 |  2120.76412055 |   2120.76471114 |   2120.76410066 |    2120.7640966 |   2120.76408062 |    2120.764095 |
| 2452189.54355 |   1810.3447664 |   1810.34532701 |   1810.34473185 |   1810.34472772 |   1810.34471188 |  1810.34472532 |
| 2452190.46419 |  1418.40730106 |   1418.40778372 |     1418.407254 |   1418.40724987 |   1418.40723429 |  1418.40724667 |
| 2452191.38483 |  937.084849658 |   937.085407272 |   937.084788738 |   937.084784611 |   937.084769167 |  937.084780484 |
| 2452192.30547 |  378.721792359 |   378.722418925 |   378.721721401 |   378.721717274 |   378.721702097 |  378.721712215 |
| 2452193.22611 | -226.934427565 |  -226.933795003 |  -226.934471188 |  -226.934475349 |   -226.93449036 | -226.934481406 |
| 2452194.14675 | -839.514279358 |   -839.51358384 |  -839.514264804 |  -839.514268964 |  -839.514283742 | -839.514276054 |
| 2452195.06739 | -1417.22855908 |  -1417.22783059 |  -1417.22850821 |  -1417.22851241 |  -1417.22852699 |  -1417.2285206 |
| 2452195.98803 | -1926.38816422 |  -1926.38731581 |  -1926.38809756 |  -1926.38810176 |   -1926.3881161 | -1926.38811104 |
