JD,Tempo,BCPy 
2454552.828392561,-5411.199838303219,-5411.200348787017
2454553.749033327,-5170.315348165669,-5170.315897764587
2454554.6696740934,-4926.213212557726,-4926.2140067634555
2454555.590314859,-4638.105708232625,-4638.106512182369
2454556.510955625,-4274.986389506049,-4274.987203112701
2454557.431596391,-3822.7386800804097,-3822.739342872391
2454558.352237157,-3287.385512366365,-3287.3859194066786
2454559.272877923,-2693.740381338794,-2693.740629440358
2454560.193518689,-2079.76877603655,-2079.768783640248
2454561.114159455,-1487.9475493462814,-1487.947322341721
2454562.0348002207,-955.5978793540304,-955.5978264101461
2454562.955440987,-506.4000215600417,-506.39997458310523
2454563.876081753,-145.0226079376543,-145.0227097987368
2454564.7967225187,143.9011922775612,143.9010791202889
2454565.717363285,392.2220763067452,392.22152794156483
2454566.6380040506,640.9517933067528,640.9511353220511
2454567.5586448167,930.8499070187701,930.8490324679652
2454568.479285583,1293.0645150635191,1293.06379433973
2454569.3999263486,1741.9773901469327,1741.9766691014877
2454570.3205671147,2271.8836826542183,2271.8834020834774
2454571.241207881,2858.27454370839,2858.274335704481
2454572.1618486466,3463.419803362578,3463.4198031055057
2454573.0824894127,4044.9825788308494,4044.982673183364
2454574.0031301784,4565.687494318894,4565.687628978604
2454574.9237709446,5001.835101613308,5001.835297751995
2454575.8444117107,5348.713928398503,5348.713800192285
2454576.7650524764,5621.670320620253,5621.669854518524
2454577.6856932426,5852.5944551684925,5852.594112085064
2454578.6063340083,6082.624743513584,6082.623945608961
2454579.5269747744,6352.732267965451,6352.731473624866
2454580.4476155406,6694.348939664807,6694.348234031754
2454581.3682563063,7122.170339072997,7122.169777816168
2454582.2888970724,7630.78491852651,7630.784646168738
2454583.209537838,8195.89860945905,8195.89821531512
2454584.1301786043,8779.871299578124,8779.871378145996
2454585.0508193704,9340.307127927541,9340.307502978058
2454585.971460136,9839.723822943948,9839.724018299114
2454586.8921009023,10254.0967695223,10254.096816919415
2454587.8127416684,10578.322999374028,10578.32325391231
2454588.733382434,10827.354307586786,10827.354225695773
2454589.6540232003,11032.737344868729,11032.736869074422
2454590.574663966,11235.360774587236,11235.360134332857
2454591.495304732,11476.065485183572,11476.064692092137
2454592.4159454983,11786.267735634217,11786.267054947019
2454593.336586264,12180.743513735675,12180.742788308658
2454594.25722703,12654.217335629428,12654.21683082615
2454595.177867796,13182.537890919742,13182.53770597449
2454596.098508562,13728.166139343433,13728.1661750984
2454597.019149328,14248.725385676134,14248.725591015915
2454597.939790094,14706.662562365545,14706.66282953282
2454598.86043086,15077.81352190289,15077.813907260475
2454599.7810716256,15356.916579876486,15356.916596956451
2454600.701712392,15558.808545976719,15558.808411093347
2454601.622353158,15715.034320123794,15715.033874241873
2454602.5429939236,15866.635609734894,15866.634664368055
2454603.46363469,16054.76987209524,16054.7690646414
2454604.3842754555,16311.304808654186,16311.304198870484
2454605.3049162216,16651.532146169582,16651.53129111364
2454606.225556988,17070.66927757141,17070.668787466813
2454607.1461977535,17544.953156674226,17544.95272341058
2454608.0668385196,18037.065120650706,18037.06510156364
2454608.987479286,18504.659041115512,18504.65939644631
2454609.9081200515,18910.033932917566,18910.034243417955
2454610.8287608176,19228.743801666616,19228.743829925595
2454611.7494015833,19455.176172797965,19455.17644348985
2454612.6700423495,19603.825723855145,19603.82552446589
2454613.5906831156,19705.96221423419,19705.96209463086
2454614.5113238813,19802.469042946905,19802.468559439192
2454615.4319646475,19934.471886280036,19934.471088464845
2454616.352605413,20133.912101691953,20133.91141094865
2454617.2732461793,20416.21410408241,20416.21333443407
2454618.1938869455,20776.721633912817,20776.721234301953
2454619.114527711,21191.727673210196,21191.727198360393
2454620.0351684773,21623.855537314917,21623.855462859214
2454620.955809243,22030.576254421496,22030.57626305036
2454621.876450009,22373.903502913185,22373.903505191087
2454622.7970907753,22629.057022806985,22629.05736006732
2454623.717731541,22790.10877499898,22790.108678655153
2454624.638372307,22871.314493449907,22871.314230468386
2454625.559013073,22903.840251336274,22903.839819016077
2454626.479653839,22928.62489728292,22928.623828523327
2454627.400294605,22987.014964680402,22987.014410132975
2454628.320935371,23111.32128120817,23111.320270411383
2454629.241576137,23317.433767503073,23317.432996421063
2454630.162216903,23601.205154659627,23601.204715592663
2454631.082857669,23939.407490054822,23939.40715261984
2454632.003498435,24295.05169369589,24295.051535933955
2454632.9241392007,24625.85227022212,24625.85263722027
2454633.844779967,24893.901524584722,24893.901867972916
2454634.765420733,25074.338129922133,25074.338220291167
2454635.6860614987,25161.035362676816,25161.034943122846
2454636.606702265,25168.002065728655,25168.002051725784
2454637.5273430306,25126.184066726953,25126.184038306266
2454638.4479837967,25076.385175781772,25076.384762634996
2454639.368624563,25059.937308403416,25059.936537364487
2454640.2892653286,25109.247093949216,25109.24629390199
2454641.2099060947,25240.38038026415,25240.3795189868
2454642.1305468604,25449.37726872898,25449.376688224933
2454643.0511876266,25713.144251646412,25713.143796477358
2454643.9718283927,25994.713417369137,25994.713016377525
2454644.8924691584,26251.67094737273,26251.67084562585
2454645.8131099246,26445.827770401083,26445.827707629942
2454646.7337506907,26551.919791423243,26551.92014038841
2454647.6543914564,26563.359110147678,26563.358816695993
2454648.5750322226,26493.711524168142,26493.711345215866
2454649.4956729882,26373.583274225064,26373.5828917527
2454650.4163137544,26243.60826904879,26243.607668785964
2454651.3369545205,26145.15193195264,26145.151307831227
2454652.2575952862,26110.848647622224,26110.84757275676
2454653.1782360524,26157.13337437265,26157.13249929575
2454654.098876818,26280.485316600003,26280.484681583235
2454655.0195175842,26458.23452838126,26458.233729925458
2454655.9401583504,26653.75320661687,26653.753024948724
2454656.860799116,26824.848338921493,26824.848555905995
2454657.7814398822,26933.423936599313,26933.42378871507
2454658.702080648,26954.208574693774,26954.20881013801
2454659.622721414,26880.556951651415,26880.556548434757
2454660.5433621802,26725.98003002749,26725.980192770217
2454661.464002946,26521.080201227272,26521.080047938696
2454662.384643712,26306.562916453284,26306.562349839565
2454663.305284478,26123.94662208319,26123.945899077564
2454664.225925244,26006.08218893236,26006.081145528173
2454665.14656601,25969.649874498817,25969.648846215267
2454666.067206776,26011.353913393457,26011.35295639792
2454666.987847542,26108.678515973108,26108.677915127417
2454667.908488308,26225.03758626496,26225.037037151476
2454668.829129074,26318.13541198134,26318.134891651873
2454669.74976984,26349.63201233864,26349.631823067575
2454670.6704106056,26293.900954147386,26293.901123900963
2454671.591051372,26143.877280375567,26143.876819332294
2454672.511692138,25912.655670765027,25912.6554150002
2454673.4323329036,25630.486683290255,25630.48599738245
2454674.35297367,25337.838540383837,25337.837896021912
2454675.2736144355,25076.132927409686,25076.132341771226
2454676.1942552016,24878.26026980009,24878.25915746496
2454677.1148959678,24761.04906642769,24761.048096644794
2454678.0355367335,24721.417741622943,24721.416905165817
2454678.9561774996,24737.0773796811,24737.0763194724
2454679.8768182653,24771.630073349024,24771.629588919463
2454680.7974590315,24782.90017422054,24782.899696525747
2454681.7180997976,24732.581062416768,24732.580783413337
2454682.6387405633,24595.00861484042,24595.008536087877
2454683.5593813295,24363.046011209368,24363.04569068015
2454684.4800220956,24049.73707147496,24049.737179748183
2454685.4006628613,23685.355572537563,23685.355256054772
2454686.3213036275,23310.508702625728,23310.508089487976
2454687.241944393,22966.886083614798,22966.885343795446
2454688.1625851593,22687.756356104135,22687.755220251525
2454689.0832259255,22490.38523628715,22490.384521523283
2454690.003866691,22372.115642623106,22372.114419993082
2454690.9245074573,22310.989825145993,22310.989074453562
2454691.845148223,22270.794102066044,22270.79340134158
2454692.765788989,22209.349002623236,22209.348265437886
2454693.6864297553,22088.166889254626,22088.166627456154
2454694.607070521,21881.263076783438,21881.262960794986
2454695.527711287,21581.102332742557,21581.101894462194
2454696.448352053,21200.326404432442,21200.32613930157
2454697.368992819,20768.869598763635,20768.86880107316
2454698.289633585,20327.11114477756,20327.110373996027
2454699.210274351,19916.645756053196,19916.64504374336
2454700.130915117,19570.768700756034,19570.767640771937
2454701.0515558827,19306.857088963086,19306.85615304292
2454701.972196649,19122.393110717923,19122.39204025719
2454702.892837415,18995.530415933994,18995.529251850017
2454703.8134781807,18890.08405792863,18890.08334818101
2454704.734118947,18763.80245386397,18763.80180178768
2454705.654759713,18578.026607805994,18578.026203264217
2454706.5754004787,18306.53845214522,18306.53818465137
2454707.496041245,17941.566997625574,17941.566723260894
2454708.4166820105,17495.582585209642,17495.582839894687
2454709.3373227767,16998.47111431978,16998.47071108555
2454710.257963543,16490.721993721563,16490.72142795829
2454711.1786043085,16014.206081822904,16014.2053113169
2454712.0992450747,15602.633172818872,15602.632268076724
2454713.0198858404,15273.88085930966,15273.880052769095
2454713.9405266065,15025.944477095409,15025.943204725241
2454714.8611673727,14837.428240170553,14837.427379892579
2454715.7818081384,14672.475852332424,14672.474883413628
2454716.7024489045,14488.995439179314,14488.994689143747
2454717.62308967,14248.315821211714,14248.315290161872
2454718.5437304364,13924.053997001445,13924.053690458344
2454719.4643712025,13508.173391153889,13508.17316364253
2454720.385011968,13012.845199725341,13012.844876458772
2454721.3056527344,12467.68826401865,12467.687531660933
2454722.2262935,11913.016182510324,11913.015473480571
2454723.146934266,11390.638967730989,11390.638268546201
2454724.0675750324,10934.315780699786,10934.314800995435
2454724.988215798,10562.044901466716,10562.043955874566
2454725.908856564,10271.95636857915,10271.955100715812
2454726.8294973304,10042.7396959796,10042.73886502175
2454727.750138096,9838.521625208123,9838.520716469146
2454728.670778862,9617.064579730499,9617.063873756984
2454729.591419628,9339.427303017652,9339.426710852946
2454730.512060394,8978.867855129369,8978.867341816001
2454731.43270116,8526.961141637157,8526.960698555142
2454732.353341926,7995.531282872844,7995.531078273157
2454733.273982692,7413.960427997829,7413.959909583106
2454734.1946234577,6822.485830341274,6822.485194476926
2454735.115264224,6263.025706525664,6263.024864154543
2454736.03590499,5769.622587397296,5769.621624543396
2454736.9565457557,5360.693419169613,5360.692442661836
2454737.877186522,5034.854773570079,5034.85356851175
2454738.7978272876,4771.275277857954,4771.274506751687
2454739.7184680537,4534.480157708471,4534.479161423245
2454740.63910882,4282.496688234429,4282.495957004412
2454741.5597495856,3976.4936847056324,3976.4931613513772
2454742.4803903517,3589.6965807686656,3589.6961450012213
2454743.401031118,3113.5479536040716,3113.547476382718
2454744.3216718836,2559.7016234399866,2559.7011342093692
2454745.2423126497,1957.3952334772066,1957.394655555937
2454746.1629534154,1346.8005204011204,1346.7996749514905
2454747.0835941816,769.8716669354006,769.8708995650529
2454748.0042349477,260.786311393391,260.78540574174133
2454748.9248757134,-161.84197812996234,-161.8428200688072
2454749.8455164796,-499.19263013330004,-499.19369899825085
2454750.7661572453,-771.9499002044465,-771.950801144994
2454751.6867980114,-1015.5561221262902,-1015.5570694235289
2454752.6074387776,-1272.1005231331346,-1272.1012471195872
2454753.5280795433,-1580.6885470895281,-1580.6891361242324
2454754.4487203094,-1968.498637750379,-1968.4991498825295
2454755.369361075,-2444.564186429012,-2444.5646438605236
2454756.2900018413,-2997.7021369940885,-2997.702594523279
2454757.2106426074,-3599.0610598746807,-3599.0615869762846
2454758.131283373,-4208.706764935345,-4208.707375160609
2454759.0519241393,-4784.740399148457,-4784.741191436462
2454759.972564905,-5292.8650607650325,-5292.865875681241
2454760.893205671,-5714.210646285888,-5714.21168978694
2454761.8138464373,-6049.629573594405,-6049.630636188003
2454762.734487203,-6319.475307280249,-6319.476316012848
2454763.655127969,-6558.918638111626,-6558.919631899204
2454764.5757687353,-6809.871205264493,-6809.872103983824
2454765.496409501,-7111.363939187966,-7111.364652670933
2454766.417050267,-7490.582115907067,-7490.582805552574
2454767.337691033,-7956.608388631822,-7956.608954095981
2454768.258331799,-8498.302490608421,-8498.303111988787
2454769.178972565,-9086.806630669978,-9086.807210069685
2454770.099613331,-9682.100098577672,-9682.100912224565
2454771.020254097,-10242.10982890861,-10242.110490753086
2454771.9408948626,-10732.287780773811,-10732.288619436391
2454772.861535629,-11133.474742819306,-11133.475669802217
2454773.782176395,-11446.244406886488,-11446.245406825805
2454774.7028171606,-11690.74094645425,-11690.741834746028
2454775.623457927,-11902.043781545448,-11902.044700374083
2454776.5440986925,-12122.122534195343,-12122.123300566805
2454777.4647394586,-12390.21778271685,-12390.218390396347
2454778.385380225,-12733.850852492866,-12733.851453920199
2454779.3060209905,-13162.51663534656,-13162.517379281808
2454780.2266617566,-13665.502236660552,-13665.50297749763
2454781.1473025223,-14214.329279604874,-14214.330021028616
2454782.0679432885,-14769.262564286004,-14769.263200119027
2454782.9885840546,-15288.391779608575,-15288.392655386348
2454783.9092248203,-15737.210426924516,-15737.211552567089
2454784.8298655865,-16096.496239532155,-16096.497373601167
2454785.7505063526,-16366.694451202566,-16366.695255041406
2454786.6711471183,-16567.80261891513,-16567.803607495865
2454787.5917878845,-16734.789209504,-16734.790154066533
2454788.51242865,-16909.584764059608,-16909.585794361323
2454789.4330694163,-17131.483005103895,-17131.48380262072
2454790.3537101825,-17428.135655747297,-17428.13616293078
2454791.274350948,-17809.20321916263,-17809.204036263418
2454792.1949917143,-18264.11396400721,-18264.114617875603
2454793.11563248,-18764.438553501357,-18764.439186327723
2454794.036273246,-19270.350123209573,-19270.35102724223
2454794.9569140123,-19739.68788243993,-19739.688744686107
2454795.877554778,-20137.553410866065,-20137.55431904037
2454796.798195544,-20444.251857949308,-20444.252807959387
2454797.71883631,-20659.7578852311,-20659.758871403
2454798.639477076,-20803.688520125965,-20803.689240101077
2454799.560117842,-20910.786731576984,-20910.787433570316
2454800.480758608,-21022.95210410539,-21022.95285629984
2454801.401399374,-21179.635691315074,-21179.636339802146
2454802.32204014,-21408.79696226839,-21408.797685400423
2454803.242680906,-21720.491594564577,-21720.49239444574
2454804.163321672,-22104.553209241352,-22104.553821964066
2454805.0839624377,-22532.900147826338,-22532.90096252711
2454806.004603204,-22965.944189674407,-22965.944849125033
2454806.92524397,-23361.628748954066,-23361.629630439078
2454807.8458847357,-23685.041063267796,-23685.042189919634
2454808.766525502,-23916.393220502097,-23916.39412626587
2454809.6871662675,-24055.55029606332,-24055.550875548975
2454810.6078070337,-24122.070528064967,-24122.071006553775
2454811.5284478,-24150.742762689973,-24150.743692979715
2454812.4490885655,-24183.640062363313,-24183.64094718772
2454813.3697293317,-24260.498517362106,-24260.49924282945
2454814.2903700974,-24409.629652025895,-24409.629999880373
2454815.2110108635,-24641.43935550752,-24641.43992975377
2454816.1316516297,-24946.04457070504,-24946.045038146964
2454817.0522923954,-25295.522538142606,-25295.523170639106
2454817.9729331615,-25650.285933554518,-25650.286873494755
2454818.893573927,-25968.115773534813,-25968.116442088245
2454819.8142146934,-26213.786591166787,-26213.78742355263
2454820.7348554595,-26367.092818474084,-26367.09363583204
2454821.655496225,-26427.43336858048,-26427.43441200929
2454822.5761369914,-26413.91955499895,-26413.920204630995
2454823.4967777575,-26360.973649686486,-26360.974228950134
2454824.417418523,-26310.4358392846,-26310.4365222433
2454825.3380592894,-26301.97512651417,-26301.97569130418
2454826.258700055,-26363.999116199597,-26364.000119731823
2454827.179340821,-26507.14551201188,-26507.146133281196
2454828.0999815874,-26721.83089941084,-26721.831476160813
2454829.020622353,-26980.432338359955,-26980.43324211184
2454829.941263119,-27243.591707919364,-27243.59233857785
2454830.861903885,-27469.202506813333,-27469.203290449652
2454831.782544651,-27622.033593053944,-27622.03272347775
2454832.703185417,-27681.78656493229,-27681.787428882657
2454833.623826183,-27647.722799786192,-27647.723582579318
2454834.544466949,-27538.839564081747,-27538.840031414493
2454835.4651077148,-27389.547911542173,-27389.54852758604
2454836.385748481,-27241.815875302702,-27241.816424418696
2454837.306389247,-27135.590503597297,-27135.591051673928
2454838.2270300128,-27099.688800828942,-27099.6891314009
2454839.147670779,-27145.231361370345,-27145.231838892243
2454840.068311545,-27263.12269489843,-27263.12323740053
2454840.9889523108,-27426.144731091197,-27426.14544932441
2454841.909593077,-27595.189375918762,-27595.190069026245
2454842.8302338426,-27728.201683414398,-27728.20245524761
2454843.7508746088,-27789.796948899417,-27789.797521874563
2454844.671515375,-27759.350422590982,-27759.35131368487
2454845.5921561406,-27635.717029208212,-27635.717971933354
2454846.5127969068,-27437.49041563723,-27437.490838653408
2454847.4334376724,-27198.744839760144,-27198.74528933809
2454848.3540784386,-26961.23548506495,-26961.236262296043
2454849.2747192048,-26764.83577975169,-26764.836265313068
2454850.1953599704,-26638.401956066482,-26638.402782956473
2454851.1160007366,-26593.164620222422,-26593.165265890122
2454852.0366415023,-26620.14439751126,-26620.144891110947
2454852.9572822684,-26692.196609802642,-26692.197451611995
2454853.8779230346,-26770.21173005874,-26770.212352923027
2454854.7985638003,-26812.04956033154,-26812.050338628782
2454855.7192045664,-26782.17593741034,-26782.176738308266
2454856.639845332,-26659.787210363,-26659.787876717495
2454857.5604860983,-26443.572314820492,-26443.572858437532
2454858.4811268644,-26152.021867994885,-26152.02226376669
2454859.40176763,-25819.212831896282,-25819.213179443555
2454860.3224083963,-25487.033953548547,-25487.03416790847
2454861.2430491624,-25195.627221231454,-25195.627605266203
2454862.163689928,-24974.2342893689,-24974.234425287745
2454863.0843306943,-24834.53395090076,-24834.534279663094
2454864.00497146,-24768.00283043704,-24768.003547549833
2454864.925612226,-24747.894425196315,-24747.89491474335
2454865.8462529923,-24735.384511629265,-24735.385261610114
2454866.766893758,-24688.484212031053,-24688.48505533399
2454867.687534524,-24571.67032660117,-24571.670802309713
2454868.60817529,-24364.03540726473,-24364.03616327901
2454869.528816056,-24064.095646240494,-24064.09647148792
2454870.449456822,-23690.14745518623,-23690.147771662334
2454871.370097588,-23276.09897098725,-23276.099344035105
2454872.290738354,-22863.7344510041,-22863.73449523454
2454873.2113791197,-22493.170011427435,-22493.170257497637
2454874.132019886,-22193.69604394104,-22193.696586118185
2454875.052660652,-21977.086921316262,-21977.087437778453
2454875.9733014177,-21834.910914717508,-21834.91143101176
2454876.893942184,-21740.456441188864,-21740.457196356736
2454877.8145829495,-21654.834468047437,-21654.835248980282
2454878.7352237157,-21535.863168164502,-21535.863983483858
2454879.655864482,-21347.71013280044,-21347.710794890238
2454880.5765052475,-21069.08477312319,-21069.0852723665
2454881.4971460137,-20698.11164747401,-20698.1118825607
2454882.41778678,-20252.767819590634,-20252.76812664005
2454883.3384275455,-19766.78751075763,-19766.787647587724
2454884.2590683117,-19281.96457769005,-19281.964560697324
2454885.1797090773,-18838.61806309546,-18838.618079997654
2454886.1003498435,-18466.39718025061,-18466.39722804915
2454887.0209906097,-18177.527330686135,-18177.527685886256
2454887.9416313753,-17964.044036095635,-17964.044582355964
2454888.8622721415,-17799.64326038438,-17799.643748279344
2454889.782912907,-17645.72739312204,-17645.728089122425
2454890.7035536733,-17460.265876458354,-17460.26661212533
2454891.6241944395,-17207.440340934507,-17207.440972390672
2454892.544835205,-16865.87301507374,-16865.873701774242
2454893.4654759713,-16433.556137820102,-16433.5566835388
2454894.386116737,-15928.352123281627,-15928.352334477857
2454895.306757503,-15383.951288137407,-15383.95151956507
2454896.2273982693,-14842.210619398305,-14842.210545690461
2454897.148039035,-14343.617481245345,-14343.617369657613
2454898.068679801,-13918.064935142695,-13918.065305659033
2454898.9893205673,-13578.043006425745,-13578.043159481294
2454899.909961333,-13315.798918230235,-13315.799331176067
2454900.830602099,-13105.128915038627,-13105.129459076104
2454901.751242865,-12907.379184328507,-12907.379963599193
2454902.671883631,-12680.294545752515,-12680.295286373914
2454903.592524397,-12387.685729620733,-12387.68636176536
2454904.513165163,-12007.709170918553,-12007.709724815786
2454905.433805929,-11537.865221116645,-11537.865519934354
2454906.3544466947,-10995.573093144827,-10995.57339186545
2454907.275087461,-10414.196191998439,-10414.196210665967
2454908.195728227,-9835.421969055426,-9835.421843565333
2454909.1163689927,-9299.745157395422,-9299.745089220578
2454910.037009759,-8837.225682964725,-8837.225646485742
2454910.9576505246,-8460.634395687905,-8460.634583498428
2454911.8782912907,-8162.555515402738,-8162.555781917935
2454912.798932057,-7917.1044606321,-7917.10488229161
2454913.7195728226,-7685.87210945779,-7685.872853352804
2454914.6402135887,-7426.735022330198,-7426.7357340539975
2454915.5608543544,-7103.516478871695,-7103.517166557301
2454916.4814951206,-6694.293843806876,-6694.294522110577
2454917.4021358867,-6196.449245450595,-6196.449651972532
2454918.3227766524,-5627.308739224278,-5627.308962569659
2454919.2434174186,-5020.225510198368,-5020.225552278928
2454920.1640581847,-4416.998283717445,-4416.998159359639
2454921.0846989504,-3858.3595012990177,-3858.3593068375485
2454922.0053397166,-3374.706502302938,-3374.706492215545
2454922.9259804823,-2979.1944466015343,-2979.194551392724
2454923.8466212484,-2664.7669002623647,-2664.767264454312
2454924.7672620146,-2405.8050837974174,-2405.8055396342465
2454925.6879027802,-2164.013550592717,-2164.014223008062
2454926.6085435464,-1897.2006103476629,-1897.2011778645729
2454927.529184312,-1568.9415693529936,-1568.9420788876384
2454928.4498250782,-1156.9212201054004,-1156.9218916579198
2454929.3704658444,-658.0470265230633,-658.0474416320047
2454930.29110661,-89.16315763041624,-89.16346878048367
2454931.2117473762,516.7906662663944,516.7906905070898
2454932.132388142,1118.3045938394707,1118.3045890896212
2454933.053028908,1674.7797620968138,1674.7798794832706
2454933.9736696742,2155.804837366632,2155.8047769458503
2454934.89431044,2548.0988878466937,2548.0988476653743
2454935.814951206,2858.54003691127,2858.539804357741
2454936.735591972,3112.580262522667,3112.5797787863185
2454937.656232738,3348.4136094938667,3348.412864467494
2454938.576873504,3608.2277509065307,3608.22713514414
2454939.49751427,3928.5416651979626,3928.5407555529882
2454940.418155036,4331.8323818444505,4331.831710335032
2454941.338795802,4821.374749715298,4821.374311472916
2454942.259436568,5380.462687190149,5380.462558025787
2454943.180077334,5976.197536535832,5976.197559827725
2454944.1007180996,6566.972784342214,6566.97300730358
2454945.021358866,7111.94739826765,7111.947701554222
2454945.941999632,7580.340508464918,7580.340617689781
2454946.8626403976,7958.425184889943,7958.425183607465
2454947.783281164,8252.625997905216,8252.625707778667
2454948.7039219295,8488.00991401093,8488.009466329197
2454949.6245626956,8702.520072718191,8702.519647515914
2454950.545203462,8938.268086764147,8938.267119930188
2454951.4658442275,9231.871911066104,9231.871228604534
2454952.3864849936,9606.059339499774,9606.058539109132
2454953.3071257593,10064.441872875166,10064.44120005212
2454954.2277665255,10590.670353478654,10590.670003753834
2454955.1484072916,11152.156642609203,11152.156553889967
2454956.0690480573,11707.513267218199,11707.513373621367
2454956.9896888235,12216.009848360245,12216.010009799125
2454957.9103295896,12646.882040748404,12646.881951082663
2454958.8309703553,12986.362676194887,12986.362807074876
2454959.7516111215,13240.831221286879,13240.83099095765
2454960.672251887,13435.35110197564,13435.350693595672
2454961.5928926533,13607.940861571324,13607.940163931804
2454962.5135334195,13800.877937013358,13800.877122820939
2454963.434174185,14051.029179911464,14051.028409580209
2454964.3548149513,14381.415215418472,14381.414536655331
2454965.275455717,14795.937656503931,14795.93716388466
2454966.196096483,15278.474848956806,15278.4746980156
2454967.1167372493,15796.55308485729,15796.552819368517
2454968.037378015,16308.75076278335,16308.750865309239
2454968.958018781,16774.15039432277,16774.150907210776
2454969.878659547,17161.668924826517,17161.66924467078
2454970.799300313,17457.136654773447,17457.136742358955
2454971.719941079,17666.50926113419,17666.509041020177
2454972.640581845,17814.47304593747,17814.472588597364
2454973.561222611,17938.766219563877,17938.765650647078
2454974.4818633767,18081.514949674394,18081.51390232476
2454975.402504143,18279.564152064588,18279.563516464237
2454976.323144909,18556.025193068475,18556.02440073259
2454977.2437856747,18914.959136270234,18914.958149757804
2454978.164426441,19340.424934427236,19340.42464059628
2454979.085067207,19800.104076179327,19800.103612928608
2454980.0057079727,20252.66213975126,20252.662153864938
2454980.926348739,20657.184397819365,20657.184539487185
2454981.8469895045,20982.5110668529,20982.510928918862
2454982.7676302707,21214.35195774393,21214.352077124222
2454983.688271037,21358.554402468766,21358.554192736978
2454984.6089118025,21439.76674333509,21439.766459459817
2454985.5295525687,21495.81443032878,21495.813811673852
2454986.4501933344,21569.060179351876,21569.05912072501
2454987.3708341005,21696.728311543087,21696.72755123798
2454988.2914748667,21902.404917591604,21902.403993513064
2454989.2121156324,22190.646926800913,22190.64648597518
2454990.1327563985,22545.947106604726,22545.946751307005
2454991.053397164,22936.27573571769,22936.27552347217
2454991.9740379304,23320.402120555013,23320.40230982567
2454992.8946786965,23657.316331700073,23657.31645003304
2454993.815319462,23915.595523736076,23915.59591999352
2454994.7359602284,24080.581932022338,24080.58222547053
2454995.6566009945,24157.72131353975,24157.7211682078
2454996.57724176,24171.305935101936,24171.305644292028
2454997.4978825264,24158.908227856067,24158.90766499028
2454998.418523292,24162.77333809593,24162.77202177967
2454999.339164058,24220.139275483863,24220.138542662688
2455000.2598048244,24354.705967901205,24354.705126977988
2455001.18044559,24571.183499624472,24571.183057261
2455002.101086356,24854.190475971616,24854.190165344153
2455003.021727122,25171.73729987986,25171.736912820717
2455003.942367888,25482.511551342443,25482.511401763964
2455004.863008654,25745.30076115811,25745.30085015789
2455005.78364942,25928.39724509988,25928.396983337483
2455006.704290186,26016.83370881003,26016.833944683374
2455007.6249309517,26015.801733231856,26015.801311153846
2455008.545571718,25949.450671116334,25949.45027702857
2455009.466212484,25855.367754364288,25855.367019162182
2455010.3868532497,25775.98057996151,25775.979506592277
2455011.307494016,25748.865230527314,25748.864343063815
2455012.2281347816,25798.170483211146,25798.169508121948
2455013.1487755477,25929.11200728032,25929.111446351468
2455014.069416314,26126.80214524564,26126.8016034062
2455014.9900570796,26359.66865911266,26359.668249659288
2455015.9106978457,26586.689945546426,26586.689837428432
2455016.831338612,26766.78573782381,26766.785719186344
2455017.7519793776,26868.217062378993,26868.217418218985
2455018.6726201437,26875.851400236876,26875.851548054936
2455019.5932609094,26794.624435494447,26794.62438343769
2455020.5139016756,26648.416511134274,26648.416352701224
2455021.4345424417,26474.59453858187,26474.59395948547
2455022.3551832074,26315.468146490817,26315.466882473404
2455023.2758239736,26208.614115996836,26208.61317544543
2455024.1964647393,26178.285105334013,26178.28418897225
2455025.1171055054,26229.854444623306,26229.853748840178
2455026.0377462716,26348.580883020324,26348.580290216803
2455026.9583870373,26502.965077066772,26502.964667990935
2455027.8790278034,26651.936146541386,26651.935821324685
2455028.799668569,26754.22194555621,26754.221714453484
2455029.7203093353,26777.76407767728,26777.763906491906
2455030.6409501014,26707.025100252315,26707.025031012257
2455031.561590867,26546.521209783543,26546.52107374722
2455032.4822316333,26319.774395336775,26319.773975831544
2455033.402872399,26063.92709273874,26063.92637821101
2455034.323513165,25821.25066813161,25821.249865899823
2455035.2441539313,25629.486554664894,25629.485739324224
2455036.164794697,25513.224269370185,25513.22324612352
2455037.085435463,25478.285466999754,25478.284637893456
2455038.0060762293,25510.40292554587,25510.40233332627
2455038.926716995,25578.494109000454,25578.493653960777
2455039.847357761,25641.786592525874,25641.786201395455
2455040.767998527,25659.16417327706,25659.164026865838
2455041.688639293,25598.594929491992,25598.595175815517
2455042.609280059,25444.482371395887,25444.482444339592
2455043.529920825,25201.25480833397,25201.25479926878
2455044.450561591,24892.37770650203,24892.377488100967
2455045.3712023566,24555.007681910054,24555.006963497734
2455046.291843123,24231.513380354907,24231.512703942168
2455047.212483889,23959.805542776765,23959.80456524835
2455048.1331246546,23764.67815665526,23764.677141523298
2455049.053765421,23652.150811715142,23652.149987969835
2455049.9744061865,23608.09861241812,23608.097801227203
2455050.8950469526,23601.484588211802,23601.483766237983
2455051.815687719,23591.457235003978,23591.45695123185
2455052.7363284845,23536.691637438245,23536.691220868393
2455053.6569692506,23404.830871746806,23404.830692137537
2455054.577610017,23179.882548230675,23179.882398777896
2455055.4982507825,22865.866488025582,22865.86613841021
2455056.4188915486,22485.88780079695,22485.887320616104
2455057.3395323143,22076.8459885511,22076.845240730447
2455058.2601730805,21680.988143234863,21680.987435798543
