|            JD |           Tempo |              BC |            432s |             430 |             423 |             405 | 
| 2452289.89339 |  -27405.4015393 |  -27405.4025348 |  -27405.4025175 |  -27405.4025174 |  -27405.4025036 |   -27405.402575 |
| 2452290.81403 |  -27497.6711644 |  -27497.6720799 |  -27497.6720699 |  -27497.6720698 |  -27497.6720558 |  -27497.6721269 |
| 2452291.73467 |  -27516.4679776 |  -27516.4687503 |  -27516.4687352 |   -27516.468735 |  -27516.4687208 |  -27516.4687917 |
| 2452292.65531 |  -27442.0489878 |  -27442.0496441 |  -27442.0496159 |  -27442.0496156 |  -27442.0496012 |  -27442.0496717 |
| 2452293.57595 |  -27274.2932437 |  -27274.2933594 |  -27274.2933189 |  -27274.2933185 |  -27274.2933039 |   -27274.293374 |
| 2452294.49659 |  -27032.7462542 |  -27032.7466791 |  -27032.7466184 |   -27032.746618 |  -27032.7466033 |  -27032.7466729 |
| 2452295.41723 |  -26752.1771062 |  -26752.1773272 |  -26752.1772625 |   -26752.177262 |  -26752.1772471 |  -26752.1773163 |
| 2452296.33788 |  -26474.6494156 |   -26474.649458 |  -26474.6494009 |  -26474.6494003 |  -26474.6493852 |   -26474.649454 |
| 2452297.25852 |  -26239.9329094 |  -26239.9331162 |  -26239.9330756 |   -26239.933075 |  -26239.9330598 |   -26239.933128 |
| 2452298.17916 |  -26076.4394616 |  -26076.4399117 |  -26076.4398901 |  -26076.4398895 |   -26076.439874 |  -26076.4399417 |
|  2452299.0998 |  -25994.7557631 |    -25994.75631 |  -25994.7563005 |  -25994.7562998 |  -25994.7562842 |  -25994.7563514 |
| 2452300.02044 |  -25985.2510201 |  -25985.2515658 |  -25985.2515551 |  -25985.2515543 |  -25985.2515386 |  -25985.2516053 |
| 2452300.94108 |  -26020.3043401 |  -26020.3051408 |  -26020.3051224 |  -26020.3051215 |  -26020.3051057 |  -26020.3051719 |
| 2452301.86172 |  -26060.6413704 |  -26060.6420264 |  -26060.6420183 |  -26060.6420174 |  -26060.6420014 |  -26060.6420672 |
| 2452302.78236 |  -26064.3247614 |  -26064.3258215 |  -26064.3258224 |  -26064.3258214 |  -26064.3258052 |  -26064.3258707 |
|   2452303.703 |  -25996.3525236 |  -25996.3535163 |  -25996.3535092 |  -25996.3535081 |  -25996.3534917 |  -25996.3535569 |
| 2452304.62364 |  -25836.6593859 |  -25836.6604455 |  -25836.6604229 |  -25836.6604218 |  -25836.6604053 |  -25836.6604702 |
| 2452305.54428 |   -25584.708273 |  -25584.7084725 |  -25584.7084372 |   -25584.708436 |  -25584.7084193 |   -25584.708484 |
| 2452306.46492 |  -25259.6100878 |  -25259.6103757 |  -25259.6103023 |  -25259.6103011 |  -25259.6102843 |  -25259.6103488 |
| 2452307.38556 |  -24895.7610053 |  -24895.7611583 |  -24895.7610802 |  -24895.7610788 |  -24895.7610619 |  -24895.7611263 |
| 2452308.30621 |  -24534.9728427 |  -24534.9730722 |  -24534.9730074 |   -24534.973006 |  -24534.9729889 |  -24534.9730531 |
| 2452309.22685 |  -24216.9102949 |  -24216.9102767 |  -24216.9102372 |  -24216.9102357 |  -24216.9102185 |  -24216.9102826 |
| 2452310.14749 |  -23970.0111046 |  -23970.0108329 |  -23970.0108165 |  -23970.0108149 |  -23970.0107976 |  -23970.0108615 |
| 2452311.06813 |  -23804.9734228 |  -23804.9738521 |  -23804.9738465 |  -23804.9738448 |  -23804.9738273 |  -23804.9738911 |
| 2452311.98877 |  -23712.3034909 |  -23712.3038153 |  -23712.3038042 |  -23712.3038025 |  -23712.3037849 |  -23712.3038484 |
| 2452312.90941 |  -23664.4754565 |  -23664.4758173 |  -23664.4757964 |  -23664.4757946 |  -23664.4757769 |  -23664.4758401 |
| 2452313.83005 |  -23622.2270965 |  -23622.2279269 |  -23622.2279209 |   -23622.227919 |  -23622.2279012 |   -23622.227964 |
| 2452314.75069 |  -23543.5415713 |  -23543.5424116 |  -23543.5424152 |  -23543.5424133 |  -23543.5423954 |  -23543.5424578 |
| 2452315.67133 |  -23393.2614521 |  -23393.2622661 |   -23393.262261 |   -23393.262259 |   -23393.262241 |  -23393.2623028 |
| 2452316.59197 |  -23151.1434359 |   -23151.143968 |  -23151.1439477 |  -23151.1439457 |  -23151.1439277 |  -23151.1439889 |
| 2452317.51261 |  -22816.5046345 |  -22816.5048852 |  -22816.5048539 |  -22816.5048518 |  -22816.5048337 |  -22816.5048943 |
| 2452318.43325 |  -22408.4019311 |  -22408.4022716 |  -22408.4022216 |  -22408.4022194 |  -22408.4022012 |  -22408.4022611 |
| 2452319.35389 |  -21961.3022188 |  -21961.3023211 |  -21961.3022689 |  -21961.3022667 |  -21961.3022484 |  -21961.3023075 |
| 2452320.27454 |  -21517.2291452 |  -21517.2291092 |  -21517.2290673 |   -21517.229065 |  -21517.2290467 |   -21517.229105 |
| 2452321.19518 |  -21116.1878733 |  -21116.1877106 |  -21116.1876845 |  -21116.1876821 |  -21116.1876638 |  -21116.1877212 |
| 2452322.11582 |  -20787.0507492 |  -20787.0506446 |  -20787.0506346 |  -20787.0506322 |  -20787.0506138 |  -20787.0506703 |
| 2452323.03646 |  -20540.9904502 |  -20540.9908651 |  -20540.9908618 |  -20540.9908594 |  -20540.9908409 |  -20540.9908965 |
|  2452323.9571 |  -20368.9619621 |  -20368.9623571 |  -20368.9623451 |  -20368.9623427 |  -20368.9623242 |  -20368.9623789 |
| 2452324.87774 |  -20243.8035904 |  -20243.8041989 |  -20243.8041811 |  -20243.8041786 |  -20243.8041601 |  -20243.8042138 |
| 2452325.79838 |  -20126.4863744 |  -20126.4869288 |  -20126.4869317 |  -20126.4869291 |  -20126.4869106 |  -20126.4869634 |
| 2452326.71902 |  -19975.0719844 |  -19975.0729291 |   -19975.072941 |  -19975.0729385 |  -19975.0729199 |  -19975.0729718 |
| 2452327.63966 |  -19754.3406705 |  -19754.3416869 |  -19754.3416888 |  -19754.3416861 |  -19754.3416675 |  -19754.3417186 |
|  2452328.5603 |  -19443.8773158 |  -19443.8781643 |  -19443.8781518 |  -19443.8781491 |  -19443.8781305 |  -19443.8781807 |
| 2452329.48094 |  -19042.7730635 |  -19042.7731504 |  -19042.7731196 |  -19042.7731169 |  -19042.7730982 |  -19042.7731475 |
| 2452330.40158 |  -18569.8582946 |  -18569.8585984 |  -18569.8585578 |   -18569.858555 |  -18569.8585363 |  -18569.8585849 |
| 2452331.32222 |  -18059.4223501 |  -18059.4224504 |  -18059.4224073 |  -18059.4224044 |  -18059.4223858 |  -18059.4224337 |
| 2452332.24287 |  -17553.3825052 |  -17553.3826598 |  -17553.3826242 |  -17553.3826213 |  -17553.3826027 |  -17553.3826499 |
| 2452333.16351 |  -17091.7125076 |  -17091.7122715 |  -17091.7122519 |  -17091.7122489 |  -17091.7122302 |  -17091.7122769 |
| 2452334.08415 |  -16703.3084922 |  -16703.3083183 |  -16703.3083148 |  -16703.3083118 |  -16703.3082931 |  -16703.3083392 |
| 2452335.00479 |  -16399.3940048 |  -16399.3942347 |  -16399.3942369 |  -16399.3942339 |  -16399.3942151 |  -16399.3942608 |
| 2452335.92543 |  -16170.9624856 |  -16170.9627831 |  -16170.9627752 |  -16170.9627721 |  -16170.9627534 |  -16170.9627985 |
| 2452336.84607 |  -15990.8399279 |   -15990.840757 |   -15990.840741 |  -15990.8407378 |  -15990.8407192 |  -15990.8407638 |
| 2452337.76671 |  -15819.9005917 |  -15819.9015068 |  -15819.9015131 |  -15819.9015098 |  -15819.9014912 |  -15819.9015353 |
| 2452338.68735 |  -15616.0056582 |  -15616.0065648 |  -15616.0065802 |  -15616.0065769 |  -15616.0065582 |  -15616.0066018 |
| 2452339.60799 |  -15343.6352494 |  -15343.6360957 |  -15343.6361002 |  -15343.6360969 |  -15343.6360783 |  -15343.6361212 |
| 2452340.52863 |  -14982.0096915 |   -14982.010505 |  -14982.0104958 |  -14982.0104924 |  -14982.0104738 |   -14982.010516 |
| 2452341.44927 |  -14529.8485382 |  -14529.8488927 |  -14529.8488688 |  -14529.8488654 |  -14529.8488469 |  -14529.8488883 |
| 2452342.36991 |  -14005.6766788 |  -14005.6769836 |  -14005.6769555 |  -14005.6769521 |  -14005.6769336 |  -14005.6769742 |
| 2452343.29055 |  -13443.6134181 |  -13443.6134595 |   -13443.613436 |  -13443.6134325 |   -13443.613414 |  -13443.6134538 |
| 2452344.21119 |   -12885.596798 |   -12885.596635 |  -12885.5966191 |  -12885.5966156 |  -12885.5965972 |   -12885.596636 |
| 2452345.13184 |   -12371.827617 |  -12371.8272577 |  -12371.8272521 |  -12371.8272485 |  -12371.8272302 |   -12371.827268 |
| 2452346.05248 |  -11931.6114003 |  -11931.6111995 |  -11931.6112015 |  -11931.6111979 |  -11931.6111797 |  -11931.6112165 |
| 2452346.97312 |  -11576.6944932 |  -11576.6946509 |    -11576.69465 |  -11576.6946464 |  -11576.6946283 |   -11576.694664 |
| 2452347.89376 |  -11298.6145969 |  -11298.6149005 |  -11298.6148836 |    -11298.61488 |  -11298.6148619 |  -11298.6148965 |
|  2452348.8144 |  -11070.6715266 |  -11070.6720286 |  -11070.6720067 |  -11070.6720031 |  -11070.6719851 |  -11070.6720185 |
| 2452349.73504 |  -10854.0700816 |  -10854.0706306 |  -10854.0706404 |  -10854.0706367 |  -10854.0706188 |   -10854.070651 |
| 2452350.65568 |  -10606.8266517 |  -10606.8275396 |  -10606.8275614 |  -10606.8275577 |  -10606.8275399 |  -10606.8275709 |
| 2452351.57632 |  -10293.4082188 |  -10293.4091865 |  -10293.4091965 |  -10293.4091928 |  -10293.4091751 |   -10293.409205 |
| 2452352.49696 |  -9892.89450365 |  -9892.89548471 |  -9892.89548185 |  -9892.89547809 |  -9892.89546051 |  -9892.89548914 |
|  2452353.4176 |  -9403.80320651 |  -9403.80383232 |  -9403.80381834 |  -9403.80381454 |   -9403.8037971 |  -9403.80382453 |
| 2452354.33824 |  -8844.46993687 |  -8844.47006979 |  -8844.47005541 |  -8844.47005162 |  -8844.47003428 |  -8844.47006054 |
| 2452355.25888 |  -8248.89867528 |  -8248.89870928 |  -8248.89870272 |   -8248.8986989 |  -8248.89868165 |  -8248.89870682 |
| 2452356.17952 |  -7659.02999986 |  -7659.02986021 |  -7659.02986387 |  -7659.02986004 |  -7659.02984293 |    -7659.029867 |
| 2452357.10017 |  -7115.18931793 |  -7115.18900867 |  -7115.18901892 |  -7115.18901506 |  -7115.18899809 |  -7115.18902112 |
| 2452358.02081 |  -6646.90096421 |   -6646.9007098 |  -6646.90072029 |  -6646.90071639 |  -6646.90069952 |  -6646.90072155 |
| 2452358.94145 |  -6266.16406588 |  -6266.16418671 |  -6266.16418837 |  -6266.16418448 |  -6266.16416774 |  -6266.16418884 |
| 2452359.86209 |  -5964.72700642 |  -5964.72702784 |  -5964.72701266 |  -5964.72700873 |  -5964.72699213 |  -5964.72701236 |
| 2452360.78273 |   -5715.9807079 |  -5715.98131593 |  -5715.98129956 |   -5715.9812956 |  -5715.98127909 |  -5715.98129856 |
| 2452361.70337 |  -5481.05126217 |  -5481.05206804 |  -5481.05208305 |  -5481.05207906 |  -5481.05206272 |  -5481.05208139 |
| 2452362.62401 |  -5217.68945176 |  -5217.69020429 |  -5217.69022919 |  -5217.69022516 |  -5217.69020895 |  -5217.69022696 |
| 2452363.54465 |  -4889.93841808 |  -4889.93911924 |  -4889.93913235 |  -4889.93912833 |  -4889.93911225 |  -4889.93912956 |
| 2452364.46529 |  -4476.36304235 |  -4476.36364817 |  -4476.36364621 |  -4476.36364215 |   -4476.3636262 |  -4476.36364281 |
| 2452365.38593 |  -3974.95677169 |  -3974.95713972 |  -3974.95712448 |  -3974.95712039 |  -3974.95710461 |  -3974.95712049 |
| 2452366.30657 |  -3403.60319154 |  -3403.60345275 |  -3403.60344007 |  -3403.60343598 |  -3403.60342037 |  -3403.60343548 |
| 2452367.22721 |  -2795.99011532 |  -2795.99021324 |  -2795.99021224 |  -2795.99020811 |  -2795.99019267 |  -2795.99020695 |
| 2452368.14785 |  -2193.91148668 |  -2193.91138063 |  -2193.91139131 |  -2193.91138719 |  -2193.91137191 |  -2193.91138532 |
|  2452369.0685 |  -1637.72259024 |  -1637.72223689 |  -1637.72225346 |  -1637.72224934 |  -1637.72223423 |  -1637.72224667 |
| 2452369.98914 |  -1157.13061315 |  -1157.13030382 |  -1157.13031706 |   -1157.1303129 |  -1157.13029796 |  -1157.13030944 |
| 2452370.90978 |  -764.427139104 |  -764.427026908 |  -764.427026842 |  -764.427022681 |  -764.427007937 |  -764.427018321 |
| 2452371.83042 |  -451.705951477 |  -451.706129246 |  -451.706108311 |  -451.706104117 |  -451.706089605 |  -451.706098858 |
| 2452372.75106 |  -192.702679711 |  -192.702995739 |  -192.702972574 |  -192.702968413 |  -192.702954068 |  -192.702962156 |
|  2452373.6717 |   51.1671377276 |   51.1666538419 |   51.1666413272 |   51.1666455875 |   51.1666596998 |   51.1666527768 |
| 2452374.59234 |   321.950838073 |   321.950082902 |   321.950058871 |   321.950063065 |   321.950076978 |   321.950071319 |
| 2452375.51298 |   655.508794704 |   655.508067499 |   655.508052056 |   655.508056183 |   655.508069896 |   655.508065636 |
| 2452376.43362 |   1073.27941512 |   1073.27876235 |   1073.27875756 |   1073.27876182 |   1073.27877527 |   1073.27877221 |
| 2452377.35426 |   1577.33840834 |    1577.3379501 |   1577.33795402 |   1577.33795828 |   1577.33797146 |   1577.33796973 |
|  2452378.2749 |   2149.88525841 |   2149.88503661 |   2149.88503468 |   2149.88503881 |   2149.88505192 |   2149.88505145 |
| 2452379.19554 |   2757.27238705 |   2757.27240819 |   2757.27239388 |   2757.27239801 |   2757.27241086 |   2757.27241172 |
| 2452380.11618 |   3357.65708037 |   3357.65730384 |    3357.6572812 |   3357.65728533 |   3357.65729785 |   3357.65729998 |
| 2452381.03683 |   3910.52692954 |   3910.52722191 |   3910.52719694 |   3910.52720107 |   3910.52721345 |   3910.52721685 |
| 2452381.95747 |   4385.92164163 |   4385.92176166 |   4385.92174135 |   4385.92174548 |    4385.9217576 |   4385.92176226 |
| 2452382.87811 |   4771.24319107 |   4771.24344885 |   4771.24344159 |   4771.24344572 |   4771.24345757 |   4771.24346343 |
| 2452383.79875 |    5074.1013927 |   5074.10146256 |   5074.10148133 |   5074.10148546 |   5074.10149718 |    5074.1015041 |
| 2452384.71939 |   5320.53979594 |   5320.53940857 |   5320.53943506 |   5320.53943919 |   5320.53945064 |   5320.53945863 |
| 2452385.64003 |   5549.05425568 |    5549.0536527 |   5549.05364351 |   5549.05364764 |   5549.05365882 |   5549.05366787 |
| 2452386.56067 |   5801.77169503 |   5801.77104675 |   5801.77102179 |   5801.77102585 |   5801.77103683 |   5801.77104688 |
| 2452387.48131 |   6114.80455889 |    6114.8037691 |   6114.80374327 |   6114.80374733 |   6114.80375812 |   6114.80376903 |
| 2452388.40195 |   6509.98666601 |   6509.98593952 |   6509.98592927 |    6509.9859334 |   6509.98594392 |   6509.98595563 |
| 2452389.32259 |   6989.87988685 |    6989.8794737 |   6989.87947557 |   6989.87947969 |   6989.87948994 |   6989.87950246 |
| 2452390.24323 |   7537.18798034 |   7537.18764417 |    7537.1876471 |   7537.18765123 |   7537.18766122 |   7537.18767453 |
| 2452391.16387 |   8118.70722894 |   8118.70758806 |   8118.70758107 |   8118.70758513 |   8118.70759492 |   8118.70760897 |
| 2452392.08451 |   8692.91680292 |   8692.91694162 |   8692.91692045 |   8692.91692458 |   8692.91693403 |   8692.91694881 |
| 2452393.00516 |   9219.46087805 |   9219.46142755 |   9219.46139866 |   9219.46140265 |   9219.46141197 |   9219.46142742 |
|  2452393.9258 |   9668.37604654 |   9668.37648545 |   9668.37646195 |   9668.37646601 |     9668.376475 |   9668.37649131 |
| 2452394.84644 |   10026.9352941 |   10026.9354145 |   10026.9354099 |   10026.9354139 |   10026.9354227 |   10026.9354398 |
| 2452395.76708 |   10302.5566195 |   10302.5566849 |   10302.5567041 |   10302.5567081 |   10302.5567166 |   10302.5567346 |
| 2452396.68772 |   10521.1027551 |   10521.1026996 |   10521.1027186 |   10521.1027226 |   10521.1027308 |   10521.1027498 |
| 2452397.60836 |   10720.9567741 |   10720.9564091 |   10720.9563943 |   10720.9563983 |   10720.9564063 |   10720.9564262 |
|   2452398.529 |   10944.2296175 |   10944.2290745 |   10944.2290486 |   10944.2290526 |   10944.2290602 |   10944.2290812 |
| 2452399.44964 |   11227.1104592 |   11227.1097752 |   11227.1097523 |   11227.1097561 |   11227.1097636 |   11227.1097857 |
| 2452400.37028 |   11591.5648886 |   11591.5641964 |   11591.5641801 |   11591.5641841 |   11591.5641912 |   11591.5642145 |
| 2452401.29092 |     12040.28238 |   12040.2819258 |   12040.2819122 |   12040.2819161 |   12040.2819229 |   12040.2819474 |
| 2452402.21156 |   12556.0288091 |   12556.0283706 |   12556.0283538 |   12556.0283576 |   12556.0283642 |   12556.0283899 |
|  2452403.1322 |   13105.5503093 |   13105.5502628 |   13105.5502394 |   13105.5502432 |   13105.5502494 |   13105.5502764 |
| 2452404.05284 |   13647.1421251 |   13647.1423807 |   13647.1423488 |   13647.1423526 |   13647.1423585 |   13647.1423868 |
| 2452404.97349 |   14140.1456988 |   14140.1460285 |   14140.1459939 |   14140.1459977 |   14140.1460033 |   14140.1460328 |
| 2452405.89413 |   14554.2077996 |   14554.2081815 |   14554.2081537 |   14554.2081574 |   14554.2081627 |   14554.2081933 |
| 2452406.81477 |   14876.1847166 |   14876.1849693 |   14876.1849585 |   14876.1849623 |   14876.1849672 |   14876.1849992 |
| 2452407.73541 |   15113.1114277 |   15113.1117393 |   15113.1117504 |    15113.111754 |   15113.1117588 |   15113.1117919 |
| 2452408.65605 |   15290.5614376 |   15290.5611864 |   15290.5611971 |   15290.5612007 |   15290.5612053 |   15290.5612396 |
| 2452409.57669 |   15446.7658485 |   15446.7653219 |   15446.7653012 |   15446.7653048 |    15446.765309 |   15446.7653444 |
| 2452410.49733 |   15623.8461094 |   15623.8455444 |   15623.8455077 |   15623.8455112 |   15623.8455151 |   15623.8455517 |
| 2452411.41797 |   15858.1569754 |   15858.1561797 |    15858.156154 |   15858.1561575 |    15858.156161 |   15858.1561986 |
| 2452412.33861 |   16171.9505266 |   16171.9498413 |   16171.9498202 |   16171.9498237 |    16171.949827 |   16171.9498654 |
| 2452413.25925 |   16568.2710446 |   16568.2706546 |   16568.2706339 |   16568.2706373 |   16568.2706403 |   16568.2706796 |
| 2452414.17989 |   17030.2442582 |   17030.2438471 |   17030.2438253 |   17030.2438286 |   17030.2438313 |   17030.2438715 |
| 2452415.10053 |    17524.924829 |   17524.9247213 |   17524.9246938 |   17524.9246973 |   17524.9246996 |   17524.9247406 |
| 2452416.02117 |   18010.8272458 |   18010.8272135 |   18010.8271785 |   18010.8271819 |   18010.8271839 |   18010.8272255 |
| 2452416.94182 |   18447.4097949 |   18447.4102061 |   18447.4101677 |   18447.4101711 |   18447.4101729 |   18447.4102151 |
| 2452417.86246 |   18804.3504631 |   18804.3512088 |    18804.351178 |   18804.3511813 |   18804.3511828 |   18804.3512257 |
|  2452418.7831 |   19068.4847757 |   19068.4851754 |   19068.4851613 |   19068.4851646 |   19068.4851658 |   19068.4852092 |
| 2452419.70374 |   19246.8202706 |    19246.820287 |   19246.8202873 |   19246.8202905 |   19246.8202914 |   19246.8203355 |
| 2452420.62438 |   19364.9408584 |   19364.9404905 |   19364.9404816 |   19364.9404848 |   19364.9404854 |     19364.94053 |
| 2452421.54502 |   19461.1607677 |   19461.1602522 |   19461.1602146 |   19461.1602178 |   19461.1602182 |   19461.1602634 |
| 2452422.46566 |   19577.7686388 |   19577.7682941 |   19577.7682539 |   19577.7682571 |   19577.7682571 |    19577.768303 |
|  2452423.3863 |   19751.3622444 |   19751.3616286 |    19751.361605 |   19751.3616081 |   19751.3616078 |   19751.3616544 |
| 2452424.30694 |   20004.4789864 |   20004.4782225 |   20004.4781969 |      20004.4782 |   20004.4781994 |   20004.4782468 |
| 2452425.22758 |   20340.4396237 |    20340.439133 |   20340.4390966 |   20340.4390996 |   20340.4390987 |    20340.439147 |
| 2452426.14822 |   20742.5786876 |   20742.5781943 |   20742.5781545 |   20742.5781575 |   20742.5781563 |   20742.5782054 |
| 2452427.06886 |   21178.0354292 |   21178.0352574 |   21178.0352168 |   21178.0352197 |   21178.0352182 |   21178.0352682 |
|  2452427.9895 |   21605.2468199 |   21605.2467977 |    21605.246753 |   21605.2467559 |   21605.2467541 |   21605.2468051 |
| 2452428.91015 |   21983.4226512 |   21983.4228482 |   21983.4228041 |   21983.4228069 |   21983.4228048 |   21983.4228568 |
| 2452429.83079 |   22281.8447968 |   22281.8450863 |   22281.8450538 |   22281.8450566 |   22281.8450542 |   22281.8451072 |
| 2452430.75143 |   22486.8613079 |   22486.8614326 |     22486.86142 |   22486.8614228 |     22486.86142 |   22486.8614739 |
| 2452431.67207 |    22604.978484 |   22604.9787229 |   22604.9787275 |   22604.9787302 |   22604.9787271 |   22604.9787821 |
| 2452432.59271 |   22661.3470329 |   22661.3467654 |   22661.3467658 |   22661.3467684 |    22661.346765 |    22661.346821 |
| 2452433.51335 |   22693.9811837 |   22693.9805342 |   22693.9805117 |   22693.9805143 |   22693.9805107 |   22693.9805675 |
| 2452434.43399 |    22745.042183 |   22745.0416355 |   22745.0416167 |   22745.0416193 |   22745.0416153 |   22745.0416732 |
| 2452435.35463 |   22851.1735967 |   22851.1726246 |   22851.1726044 |   22851.1726068 |   22851.1726025 |   22851.1726614 |
| 2452436.27527 |   23035.0949686 |   23035.0943496 |   23035.0943188 |   23035.0943212 |   23035.0943165 |   23035.0943763 |
| 2452437.19591 |   23300.3888874 |   23300.3880928 |   23300.3880455 |   23300.3880478 |   23300.3880429 |   23300.3881035 |
| 2452438.11655 |   23630.6565978 |   23630.6559366 |   23630.6558754 |   23630.6558777 |   23630.6558725 |   23630.6559339 |
| 2452439.03719 |   23993.2518854 |   23993.2519146 |   23993.2518451 |   23993.2518473 |   23993.2518419 |   23993.2519039 |
| 2452439.95783 |   24346.7314825 |   24346.7313962 |   24346.7313312 |   24346.7313334 |   24346.7313277 |   24346.7313903 |
| 2452440.87848 |   24650.3157935 |   24650.3161681 |   24650.3161145 |   24650.3161167 |   24650.3161107 |   24650.3161739 |
| 2452441.79912 |   24873.2110303 |   24873.2118211 |   24873.2117857 |   24873.2117878 |   24873.2117815 |   24873.2118451 |
| 2452442.71976 |   25001.6474107 |   25001.6479097 |    25001.647894 |    25001.647896 |   25001.6478895 |   25001.6479535 |
|  2452443.6404 |   25042.0313704 |   25042.0315337 |   25042.0315316 |   25042.0315336 |   25042.0315268 |   25042.0315912 |
| 2452444.56104 |   25019.4934981 |   25019.4930347 |   25019.4930257 |   25019.4930276 |   25019.4930204 |   25019.4930851 |
| 2452445.48168 |   24972.1554655 |   24972.1551589 |   24972.1551296 |   24972.1551314 |    24972.155124 |    24972.155189 |
| 2452446.40232 |   24942.4344939 |   24942.4341179 |   24942.4340911 |    24942.434093 |   24942.4340853 |   24942.4341505 |
| 2452447.32296 |   24967.3600393 |   24967.3593641 |   24967.3593413 |   24967.3593431 |   24967.3593351 |   24967.3594006 |
|  2452448.2436 |   25070.1239773 |   25070.1233261 |   25070.1232978 |   25070.1232995 |   25070.1232914 |    25070.123357 |
| 2452449.16424 |   25254.7926569 |   25254.7918925 |   25254.7918515 |   25254.7918533 |   25254.7918448 |   25254.7919107 |
| 2452450.08488 |   25505.3849724 |   25505.3843979 |   25505.3843442 |   25505.3843458 |   25505.3843372 |   25505.3844033 |
| 2452451.00552 |   25789.5334505 |    25789.533267 |   25789.5332061 |   25789.5332077 |   25789.5331986 |   25789.5332653 |
| 2452451.92616 |   26065.8863863 |   26065.8864918 |   26065.8864329 |   26065.8864345 |   26065.8864251 |   26065.8864922 |
| 2452452.84681 |    26293.560222 |   26293.5602935 |    26293.560245 |   26293.5602464 |   26293.5602369 |   26293.5603043 |
| 2452453.76745 |   26441.4805399 |   26441.4806586 |   26441.4806258 |   26441.4806273 |   26441.4806174 |   26441.4806853 |
| 2452454.68809 |   26495.4780182 |    26495.478178 |   26495.4781622 |   26495.4781635 |   26495.4781534 |   26495.4782219 |
| 2452455.60873 |   26461.5144947 |   26461.5146759 |   26461.5146699 |   26461.5146712 |   26461.5146608 |   26461.5147299 |
| 2452456.52937 |   26364.3052493 |   26364.3048067 |   26364.3047937 |   26364.3047949 |   26364.3047842 |   26364.3048539 |
| 2452457.45001 |   26241.6491103 |   26241.6486431 |   26241.6486121 |   26241.6486133 |   26241.6486024 |   26241.6486726 |
| 2452458.37065 |   26135.7720885 |   26135.7715913 |   26135.7715646 |   26135.7715657 |   26135.7715545 |   26135.7716253 |
| 2452459.29129 |    26083.652702 |   26083.6519609 |   26083.6519378 |   26083.6519388 |   26083.6519274 |   26083.6519988 |
| 2452460.21193 |   26108.5481872 |   26108.5475131 |   26108.5474849 |   26108.5474859 |   26108.5474742 |   26108.5475461 |
| 2452461.13257 |    26214.659278 |   26214.6582697 |   26214.6582299 |   26214.6582307 |   26214.6582189 |   26214.6582913 |
| 2452462.05321 |   26386.1466438 |   26386.1459225 |   26386.1458698 |   26386.1458706 |   26386.1458585 |   26386.1459315 |
| 2452462.97385 |   26590.7347814 |   26590.7345192 |    26590.734458 |   26590.7344587 |   26590.7344463 |   26590.7345198 |
| 2452463.89449 |   26787.0706878 |   26787.0702309 |   26787.0701711 |   26787.0701718 |   26787.0701591 |   26787.0702331 |
| 2452464.81514 |   26934.1588388 |   26934.1589902 |   26934.1589413 |    26934.158942 |   26934.1589291 |   26934.1590034 |
| 2452465.73578 |   27000.7253918 |   27000.7258959 |   27000.7258625 |    27000.725863 |   27000.7258499 |   27000.7259245 |
| 2452466.65642 |   26972.3576653 |   26972.3577715 |   26972.3577525 |    26972.357753 |   26972.3577397 |   26972.3578144 |
| 2452467.57706 |   26854.7963014 |   26854.7963746 |   26854.7963612 |   26854.7963616 |    26854.796348 |    26854.796423 |
|  2452468.4977 |   26672.6296327 |   26672.6289518 |    26672.628932 |   26672.6289323 |   26672.6289186 |   26672.6289936 |
| 2452469.41834 |   26463.6748891 |   26463.6747668 |   26463.6747372 |   26463.6747376 |   26463.6747236 |   26463.6747984 |
| 2452470.33898 |   26270.3507816 |   26270.3503527 |   26270.3503278 |   26270.3503281 |   26270.3503139 |   26270.3503887 |
| 2452471.25962 |   26129.9883545 |   26129.9875569 |    26129.987534 |   26129.9875342 |   26129.9875198 |   26129.9875944 |
| 2452472.18026 |   26066.3187141 |   26066.3178656 |   26066.3178376 |   26066.3178377 |   26066.3178232 |   26066.3178977 |
|  2452473.1009 |   26084.0703219 |   26084.0694505 |   26084.0694121 |   26084.0694122 |   26084.0693975 |   26084.0694716 |
| 2452474.02154 |   26167.9115338 |   26167.9109819 |   26167.9109331 |   26167.9109331 |   26167.9109182 |   26167.9109921 |
| 2452474.94218 |   26285.9823801 |   26285.9818437 |   26285.9817889 |   26285.9817889 |   26285.9817738 |   26285.9818474 |
| 2452475.86282 |   26397.1999767 |    26397.199771 |   26397.1997174 |   26397.1997173 |    26397.199702 |   26397.1997754 |
| 2452476.78347 |   26460.6738437 |   26460.6737321 |   26460.6736894 |   26460.6736893 |   26460.6736738 |    26460.673747 |
| 2452477.70411 |   26445.0695203 |   26445.0692953 |   26445.0692673 |   26445.0692671 |   26445.0692515 |   26445.0693245 |
| 2452478.62475 |   26335.7850994 |   26335.7851316 |   26335.7851156 |   26335.7851154 |   26335.7850995 |   26335.7851724 |
| 2452479.54539 |   26138.3000614 |    26138.300216 |   26138.3002016 |   26138.3002013 |   26138.3001853 |    26138.300258 |
| 2452480.46603 |    25876.927242 |   25876.9267846 |   25876.9267792 |   25876.9267788 |   25876.9267625 |   25876.9268353 |
